,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,loudness_direction_basis.loudness_incr,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
608,608,52.0,1.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,175.0,0.5813953280448914,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.5813953280448914,2.3333333333333335,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,73.0,52.0,21.0
609,609,69.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,175.0,0.5813953280448914,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.5813953280448914,2.3333333333333335,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,73.0,52.0,21.0
610,610,73.0,1.0,0.5,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,175.0,0.5813953280448914,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.5813953280448914,2.3333333333333335,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,73.0,52.0,21.0
611,611,64.0,1.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,175.5,0.5830564498901367,0.5039370078740157,0.25395250790501583,0.127976066975756,0.5830564498901367,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
612,612,40.0,2.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,176.0,0.5847176313400269,0.31496062992125984,0.0992001984003968,0.03124415697650293,0.5847176313400269,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,71.0,40.0,31.0
613,613,68.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,176.0,0.5847176313400269,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.5847176313400269,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,71.0,40.0,31.0
614,614,71.0,2.0,0.5,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,176.0,0.5847176313400269,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.5847176313400269,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,71.0,40.0,31.0
615,615,64.0,2.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,176.5,0.5863787531852722,0.5039370078740157,0.25395250790501583,0.127976066975756,0.5863787531852722,0.8333333333333333,0.16666666666666674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
616,616,45.0,0.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,177.0,0.5880398750305176,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.5880398750305176,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,45.0,24.0
617,617,69.0,0.0,0.5,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,177.0,0.5880398750305176,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.5880398750305176,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,45.0,24.0
618,618,64.0,0.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,177.5,0.5897009968757629,0.5039370078740157,0.25395250790501583,0.127976066975756,0.5897009968757629,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
619,619,69.0,1.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,178.0,0.5913621187210083,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.5913621187210083,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,85.0,69.0,16.0
620,620,73.0,1.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,178.0,0.5913621187210083,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.5913621187210083,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,85.0,69.0,16.0
621,621,85.0,1.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,178.0,0.5913621187210083,0.6692913385826772,0.4479508959017918,0.2998096547374197,0.5913621187210083,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,85.0,69.0,16.0
622,622,68.0,1.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,178.5,0.5930232405662537,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.5930232405662537,0.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,83.0,68.0,15.0
623,623,71.0,1.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,178.5,0.5930232405662537,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.5930232405662537,0.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,83.0,68.0,15.0
624,624,83.0,1.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,178.5,0.5930232405662537,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.5930232405662537,0.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,83.0,68.0,15.0
625,625,69.0,2.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,179.0,0.594684362411499,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.594684362411499,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,85.0,69.0,16.0
626,626,73.0,2.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,179.0,0.594684362411499,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.594684362411499,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,85.0,69.0,16.0
627,627,85.0,2.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,179.0,0.594684362411499,0.6692913385826772,0.4479508959017918,0.2998096547374197,0.594684362411499,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,85.0,69.0,16.0
628,628,71.0,2.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,179.5,0.5963455438613892,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.5963455438613892,1.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,86.0,71.0,15.0
629,629,74.0,2.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,179.5,0.5963455438613892,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.5963455438613892,1.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,86.0,71.0,15.0
630,630,86.0,2.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,179.5,0.5963455438613892,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.5963455438613892,1.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,86.0,71.0,15.0
631,631,73.0,0.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,180.0,0.5980066657066345,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.5980066657066345,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,88.0,73.0,15.0
632,632,76.0,0.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,180.0,0.5980066657066345,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.5980066657066345,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,88.0,73.0,15.0
633,633,88.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,180.0,0.5980066657066345,0.6929133858267716,0.4801289602579205,0.3326877834858032,0.5980066657066345,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,88.0,73.0,15.0
634,634,64.0,0.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,180.5,0.5996677875518799,0.5039370078740157,0.25395250790501583,0.127976066975756,0.5996677875518799,0.3333333333333333,1.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
635,635,69.0,1.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,181.0,0.6013289093971252,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.6013289093971252,0.6666666666666666,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,85.0,69.0,16.0
636,636,73.0,1.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,181.0,0.6013289093971252,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.6013289093971252,0.6666666666666666,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,85.0,69.0,16.0
637,637,85.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,181.0,0.6013289093971252,0.6692913385826772,0.4479508959017918,0.2998096547374197,0.6013289093971252,0.6666666666666666,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,85.0,69.0,16.0
638,638,64.0,1.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,181.5,0.6029900312423706,0.5039370078740157,0.25395250790501583,0.127976066975756,0.6029900312423706,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
639,639,68.0,2.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,182.0,0.604651153087616,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.604651153087616,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,83.0,68.0,15.0
640,640,71.0,2.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,182.0,0.604651153087616,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.604651153087616,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,83.0,68.0,15.0
641,641,83.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,182.0,0.604651153087616,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.604651153087616,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,83.0,68.0,15.0
642,642,64.0,2.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,182.5,0.6063122749328613,0.5039370078740157,0.25395250790501583,0.127976066975756,0.6063122749328613,1.6666666666666665,0.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
643,643,69.0,0.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,183.0,0.6079733967781067,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.6079733967781067,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,69.0,12.0
644,644,81.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,183.0,0.6079733967781067,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.6079733967781067,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,69.0,12.0
645,645,64.0,0.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,183.5,0.6096345782279968,0.5039370078740157,0.25395250790501583,0.127976066975756,0.6096345782279968,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
646,646,50.0,1.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,184.0,0.6112957000732422,0.3937007874015748,0.15500031000062,0.06102374409473228,0.6112957000732422,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,66.0,50.0,16.0
647,647,59.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,184.0,0.6112957000732422,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.6112957000732422,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,66.0,50.0,16.0
648,648,66.0,1.0,0.5,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,184.0,0.6112957000732422,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.6112957000732422,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,66.0,50.0,16.0
649,649,74.0,1.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,184.5,0.6129568219184875,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.6129568219184875,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
650,650,52.0,2.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,185.0,0.6146179437637329,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.6146179437637329,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,71.0,52.0,19.0
651,651,62.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,185.0,0.6146179437637329,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.6146179437637329,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,71.0,52.0,19.0
652,652,71.0,2.0,0.5,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,185.0,0.6146179437637329,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.6146179437637329,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,71.0,52.0,19.0
653,653,68.0,2.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,185.5,0.6162790656089783,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.6162790656089783,0.8333333333333333,0.16666666666666674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
654,654,57.0,0.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,186.0,0.6179401874542236,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.6179401874542236,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,69.0,57.0,12.0
655,655,61.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,186.0,0.6179401874542236,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.6179401874542236,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,69.0,57.0,12.0
656,656,69.0,0.0,0.5,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,186.0,0.6179401874542236,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.6179401874542236,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,69.0,57.0,12.0
657,657,64.0,0.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,186.5,0.619601309299469,0.5039370078740157,0.25395250790501583,0.127976066975756,0.619601309299469,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,0.0
658,658,50.0,1.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,187.0,0.6212624311447144,0.3937007874015748,0.15500031000062,0.06102374409473228,0.6212624311447144,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,66.0,50.0,16.0
659,659,59.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,187.0,0.6212624311447144,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.6212624311447144,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,66.0,50.0,16.0
660,660,66.0,1.0,0.5,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,187.0,0.6212624311447144,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.6212624311447144,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,66.0,50.0,16.0
661,661,74.0,1.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,187.5,0.6229236125946045,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.6229236125946045,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
662,662,52.0,2.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,188.0,0.6245847344398499,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.6245847344398499,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,71.0,52.0,19.0
663,663,62.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,188.0,0.6245847344398499,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.6245847344398499,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,71.0,52.0,19.0
664,664,71.0,2.0,0.5,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,188.0,0.6245847344398499,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.6245847344398499,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,71.0,52.0,19.0
665,665,68.0,2.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,188.5,0.6262458562850952,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.6262458562850952,0.8333333333333333,0.16666666666666674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
666,666,57.0,0.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,189.0,0.6279069781303406,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.6279069781303406,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,69.0,57.0,12.0
667,667,61.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,189.0,0.6279069781303406,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.6279069781303406,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,69.0,57.0,12.0
668,668,69.0,0.0,0.5,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,189.0,0.6279069781303406,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.6279069781303406,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,69.0,57.0,12.0
