,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,loudness_direction_basis.fp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
864,864,83.0,2.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,198.25,0.4445067346096039,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.4445067346096039,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0
865,865,54.0,2.5,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,198.5,0.44506725668907166,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.44506725668907166,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,54.0,20.0
866,866,74.0,2.5,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,198.5,0.44506725668907166,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.44506725668907166,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,54.0,20.0
867,867,83.0,2.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,198.75,0.4456278085708618,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.4456278085708618,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0
868,868,54.0,3.0,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199.0,0.4461883306503296,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.4461883306503296,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,54.0,20.0
869,869,74.0,3.0,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199.0,0.4461883306503296,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.4461883306503296,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,54.0,20.0
870,870,83.0,3.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199.25,0.44674888253211975,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.44674888253211975,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0
871,871,53.0,3.5,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199.5,0.4473094046115875,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.4473094046115875,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,53.0,21.0
872,872,74.0,3.5,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199.5,0.4473094046115875,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.4473094046115875,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,53.0,21.0
873,873,83.0,3.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199.75,0.4478699564933777,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.4478699564933777,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0
874,874,41.0,0.0,2.0,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0,0.44843047857284546,0.3228346456692913,0.10422220844441689,0.03364653973402435,0.44843047857284546,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,73.0,41.0,32.0
875,875,53.0,0.0,2.0,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0,0.44843047857284546,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.44843047857284546,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,73.0,41.0,32.0
876,876,73.0,0.0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0,0.44843047857284546,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.44843047857284546,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,73.0,41.0,32.0
877,877,83.0,0.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200.25,0.4489910304546356,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.4489910304546356,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0
878,878,73.0,0.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200.5,0.4495515823364258,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.4495515823364258,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
879,879,83.0,0.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200.75,0.45011210441589355,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.45011210441589355,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0
880,880,73.0,1.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,201.0,0.4506726562976837,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.4506726562976837,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
881,881,83.0,1.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,201.25,0.4512331783771515,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.4512331783771515,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0
882,882,73.0,1.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,201.5,0.45179373025894165,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.45179373025894165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
883,883,83.0,1.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,201.75,0.4523542523384094,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.4523542523384094,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0
884,884,42.0,2.0,2.0,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,202.0,0.4529148042201996,0.33070866141732286,0.10936821873643747,0.0361690172199242,0.4529148042201996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,72.0,42.0,30.0
885,885,54.0,2.0,2.0,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,202.0,0.4529148042201996,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.4529148042201996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,72.0,42.0,30.0
886,886,72.0,2.0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,202.0,0.4529148042201996,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.4529148042201996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,72.0,42.0,30.0
887,887,81.0,2.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,202.25,0.45347532629966736,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.45347532629966736,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
888,888,72.0,2.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,202.5,0.4540358781814575,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.4540358781814575,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
889,889,81.0,2.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,202.75,0.4545964002609253,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.4545964002609253,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
890,890,72.0,3.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,203.0,0.45515695214271545,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.45515695214271545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
891,891,81.0,3.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,203.25,0.4557174742221832,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.4557174742221832,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
892,892,72.0,3.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,203.5,0.4562780261039734,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.4562780261039734,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
893,893,81.0,3.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,203.75,0.45683857798576355,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.45683857798576355,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
894,894,55.0,0.0,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,204.0,0.4573991000652313,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.4573991000652313,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,81.0,55.0,26.0
895,895,71.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,204.0,0.4573991000652313,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.4573991000652313,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,81.0,55.0,26.0
896,896,81.0,0.0,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,204.0,0.4573991000652313,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.4573991000652313,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,81.0,55.0,26.0
897,897,62.0,0.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,204.25,0.4579596519470215,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.4579596519470215,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
898,898,59.0,0.5,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,204.5,0.45852017402648926,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.45852017402648926,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,59.0,20.0
899,899,79.0,0.5,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,204.5,0.45852017402648926,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.45852017402648926,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,59.0,20.0
900,900,62.0,0.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,204.75,0.4590807259082794,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.4590807259082794,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
901,901,55.0,1.0,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,205.0,0.4596412479877472,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.4596412479877472,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,55.0,24.0
902,902,79.0,1.0,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,205.0,0.4596412479877472,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.4596412479877472,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,55.0,24.0
903,903,62.0,1.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,205.25,0.46020179986953735,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.46020179986953735,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
904,904,59.0,1.5,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,205.5,0.4607623219490051,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.4607623219490051,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,78.0,59.0,19.0
905,905,78.0,1.5,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,205.5,0.4607623219490051,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.4607623219490051,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,59.0,19.0
906,906,62.0,1.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,205.75,0.4613228738307953,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.4613228738307953,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
907,907,55.0,2.0,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,206.0,0.46188339591026306,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.46188339591026306,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,86.0,55.0,31.0
908,908,77.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,206.0,0.46188339591026306,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.46188339591026306,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,86.0,55.0,31.0
909,909,86.0,2.0,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,206.0,0.46188339591026306,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.46188339591026306,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,86.0,55.0,31.0
910,910,62.0,2.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,206.25,0.4624439477920532,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.4624439477920532,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
911,911,59.0,2.5,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,206.5,0.463004469871521,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.463004469871521,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,85.0,59.0,26.0
912,912,85.0,2.5,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,206.5,0.463004469871521,0.6692913385826772,0.4479508959017918,0.2998096547374197,0.463004469871521,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,85.0,59.0,26.0
913,913,62.0,2.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,206.75,0.46356502175331116,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.46356502175331116,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
914,914,55.0,3.0,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,207.0,0.4641255736351013,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.4641255736351013,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,85.0,55.0,30.0
915,915,85.0,3.0,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,207.0,0.4641255736351013,0.6692913385826772,0.4479508959017918,0.2998096547374197,0.4641255736351013,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,85.0,55.0,30.0
916,916,62.0,3.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,207.25,0.4646860957145691,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.4646860957145691,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
917,917,59.0,3.5,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,207.5,0.46524664759635925,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.46524664759635925,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,83.0,59.0,24.0
918,918,83.0,3.5,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,207.5,0.46524664759635925,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.46524664759635925,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,83.0,59.0,24.0
919,919,62.0,3.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,207.75,0.465807169675827,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.465807169675827,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
920,920,54.0,0.0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,208.0,0.4663677215576172,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.4663677215576172,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,82.0,54.0,28.0
921,921,79.0,0.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,208.0,0.4663677215576172,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.4663677215576172,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,82.0,54.0,28.0
922,922,82.0,0.0,2.0,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,208.0,0.4663677215576172,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.4663677215576172,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,82.0,54.0,28.0
923,923,61.0,0.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,208.25,0.46692824363708496,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.46692824363708496,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0
924,924,58.0,0.5,0.25,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,208.5,0.4674887955188751,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.4674887955188751,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,78.0,58.0,20.0
925,925,78.0,0.5,0.5,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,208.5,0.4674887955188751,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.4674887955188751,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,58.0,20.0
926,926,61.0,0.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,208.75,0.4680493175983429,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.4680493175983429,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0
