,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.adagio,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
545,545,79.0,0.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,96.25,0.43355855345726013,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.43355855345726013,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
546,546,68.0,0.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,96.5,0.434684693813324,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.434684693813324,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
547,547,72.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,96.75,0.43581080436706543,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.43581080436706543,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0,72.0,3.0
548,548,75.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,96.75,0.43581080436706543,0.5905511811023622,0.348750697501395,0.20595513631972145,0.43581080436706543,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,75.0,72.0,3.0
549,549,65.0,1.0,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,97.0,0.4369369447231293,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.4369369447231293,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
550,550,74.0,1.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,97.25,0.4380630552768707,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.4380630552768707,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,74.0,3.0
551,551,77.0,1.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,97.25,0.4380630552768707,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.4380630552768707,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,74.0,3.0
552,552,67.0,1.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,97.5,0.43918919563293457,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.43918919563293457,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
553,553,71.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,97.75,0.440315306186676,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.440315306186676,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,71.0,3.0
554,554,74.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,97.75,0.440315306186676,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.440315306186676,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,71.0,3.0
555,555,60.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,98.0,0.44144144654273987,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.44144144654273987,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
556,556,71.0,2.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,98.25,0.4425675570964813,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.4425675570964813,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
557,557,72.0,2.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,98.5,0.44369369745254517,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.44369369745254517,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
558,558,71.0,2.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,98.75,0.4448198080062866,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.4448198080062866,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
559,559,72.0,3.0,1.25,4,0.0,1.25,0.0,0.0,0.0,0.0,99.0,0.44594594836235046,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.44594594836235046,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
560,560,63.0,3.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,99.25,0.4470720589160919,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.4470720589160919,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,66.0,63.0,3.0
561,561,66.0,3.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,99.25,0.4470720589160919,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.4470720589160919,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,66.0,63.0,3.0
562,562,64.0,3.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,99.5,0.44819819927215576,0.5039370078740157,0.25395250790501583,0.127976066975756,0.44819819927215576,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,64.0,3.0
563,563,67.0,3.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,99.5,0.44819819927215576,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.44819819927215576,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,64.0,3.0
564,564,63.0,3.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,99.75,0.4493243098258972,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.4493243098258972,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,66.0,63.0,3.0
565,565,66.0,3.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,99.75,0.4493243098258972,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.4493243098258972,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,66.0,63.0,3.0
566,566,64.0,0.0,1.25,4,0.0,1.25,0.0,0.0,0.0,0.0,100.0,0.45045045018196106,0.5039370078740157,0.25395250790501583,0.127976066975756,0.45045045018196106,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,64.0,3.0
567,567,67.0,0.0,1.25,4,0.0,1.25,0.0,0.0,0.0,0.0,100.0,0.45045045018196106,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.45045045018196106,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,64.0,3.0
568,568,73.0,0.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,100.25,0.4515765905380249,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.4515765905380249,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
569,569,72.0,0.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,100.5,0.45270270109176636,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.45270270109176636,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
570,570,73.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,100.75,0.4538288414478302,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.4538288414478302,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
571,571,72.0,1.0,1.25,4,0.0,1.25,0.0,0.0,0.0,0.0,101.0,0.45495495200157166,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.45495495200157166,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
572,572,64.0,1.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,101.25,0.4560810923576355,0.5039370078740157,0.25395250790501583,0.127976066975756,0.4560810923576355,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,64.0,3.0
573,573,67.0,1.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,101.25,0.4560810923576355,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4560810923576355,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,64.0,3.0
574,574,65.0,1.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,101.5,0.45720720291137695,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.45720720291137695,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,68.0,65.0,3.0
575,575,68.0,1.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,101.5,0.45720720291137695,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.45720720291137695,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,68.0,65.0,3.0
576,576,64.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,101.75,0.4583333432674408,0.5039370078740157,0.25395250790501583,0.127976066975756,0.4583333432674408,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,64.0,3.0
577,577,67.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,101.75,0.4583333432674408,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4583333432674408,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,64.0,3.0
578,578,65.0,2.0,1.25,4,0.0,1.25,0.0,0.0,0.0,0.0,102.0,0.45945945382118225,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.45945945382118225,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,68.0,65.0,3.0
579,579,68.0,2.0,1.25,4,0.0,1.25,0.0,0.0,0.0,0.0,102.0,0.45945945382118225,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.45945945382118225,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,68.0,65.0,3.0
580,580,76.0,2.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,102.25,0.4605855941772461,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.4605855941772461,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
581,581,77.0,2.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,102.5,0.46171170473098755,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.46171170473098755,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
582,582,80.0,2.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,102.75,0.4628378450870514,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.4628378450870514,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0
583,583,71.0,3.0,1.25,4,0.0,1.25,0.0,0.0,0.0,0.0,103.0,0.46396395564079285,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.46396395564079285,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
584,584,63.0,3.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,103.25,0.4650900959968567,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.4650900959968567,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,66.0,63.0,3.0
585,585,66.0,3.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,103.25,0.4650900959968567,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.4650900959968567,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,66.0,63.0,3.0
586,586,62.0,3.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,103.5,0.46621620655059814,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.46621620655059814,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,65.0,62.0,3.0
587,587,65.0,3.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,103.5,0.46621620655059814,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.46621620655059814,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,65.0,62.0,3.0
588,588,63.0,3.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,103.75,0.467342346906662,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.467342346906662,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,66.0,63.0,3.0
589,589,66.0,3.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,103.75,0.467342346906662,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.467342346906662,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,66.0,63.0,3.0
590,590,62.0,0.0,1.25,4,0.0,1.25,0.0,0.0,0.0,0.0,104.0,0.46846845746040344,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.46846845746040344,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,65.0,62.0,3.0
591,591,65.0,0.0,1.25,4,0.0,1.25,0.0,0.0,0.0,0.0,104.0,0.46846845746040344,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.46846845746040344,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,65.0,62.0,3.0
592,592,69.0,0.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,104.25,0.4695945978164673,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.4695945978164673,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
593,593,70.0,0.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,104.5,0.47072070837020874,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.47072070837020874,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
594,594,69.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,104.75,0.4718468487262726,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.4718468487262726,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
595,595,70.0,1.0,1.25,4,0.0,1.25,0.0,0.0,0.0,0.0,105.0,0.47297295928001404,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.47297295928001404,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
596,596,64.0,1.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,105.25,0.4740990996360779,0.5039370078740157,0.25395250790501583,0.127976066975756,0.4740990996360779,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,64.0,3.0
597,597,67.0,1.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,105.25,0.4740990996360779,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4740990996360779,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,64.0,3.0
598,598,65.0,1.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,105.5,0.4752252399921417,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.4752252399921417,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,68.0,65.0,3.0
599,599,68.0,1.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,105.5,0.4752252399921417,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.4752252399921417,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,68.0,65.0,3.0
600,600,64.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,105.75,0.4763513505458832,0.5039370078740157,0.25395250790501583,0.127976066975756,0.4763513505458832,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,64.0,3.0
601,601,67.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,105.75,0.4763513505458832,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4763513505458832,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,64.0,3.0
602,602,65.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,106.0,0.477477490901947,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.477477490901947,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,68.0,65.0,3.0
603,603,68.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,106.0,0.477477490901947,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.477477490901947,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,68.0,65.0,3.0
604,604,73.0,2.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,106.25,0.4786036014556885,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.4786036014556885,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
605,605,74.0,2.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,106.5,0.4797297418117523,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.4797297418117523,0.14285714285714285,0.8571428571428572,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
606,606,75.0,2.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,106.75,0.4808558523654938,0.5905511811023622,0.348750697501395,0.20595513631972145,0.4808558523654938,0.2857142857142857,0.7142857142857143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
607,607,76.0,3.0,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,107.0,0.4819819927215576,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.4819819927215576,0.42857142857142855,0.5714285714285714,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
608,608,77.0,3.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,107.25,0.4831081032752991,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.4831081032752991,0.5714285714285714,0.4285714285714286,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
