,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.fp,loudness_direction_basis.f,loudness_direction_basis.p,loudness_direction_basis.loudness_incr,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
1382,1382,82.0,3.0,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,319.0,0.48558422923088074,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.48558422923088074,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,84.0,51.0,33.0
1383,1383,84.0,3.0,0.0,4,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,319.0,0.48558422923088074,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.48558422923088074,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,84.0,51.0,33.0
1384,1384,61.0,3.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,319.25,0.4859635829925537,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.4859635829925537,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0
1385,1385,55.0,3.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,319.5,0.4863429367542267,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.4863429367542267,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,81.0,55.0,26.0
1386,1386,81.0,3.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,319.5,0.4863429367542267,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.4863429367542267,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,55.0,26.0
1387,1387,61.0,3.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,319.75,0.48672232031822205,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.48672232031822205,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,61.0,18.0
1388,1388,79.0,3.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,319.75,0.48672232031822205,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.48672232031822205,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,61.0,18.0
1389,1389,50.0,0.0,1.0,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,320.0,0.487101674079895,0.3937007874015748,0.15500031000062,0.06102374409473228,0.487101674079895,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,78.0,50.0,28.0
1390,1390,62.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,320.0,0.487101674079895,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.487101674079895,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,78.0,50.0,28.0
1391,1391,78.0,0.0,0.25,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,320.0,0.487101674079895,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.487101674079895,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,78.0,50.0,28.0
1392,1392,74.0,0.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,320.25,0.487481027841568,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.487481027841568,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
1393,1393,86.0,0.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,320.5,0.48786038160324097,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.48786038160324097,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0
1394,1394,85.0,0.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,320.75,0.48823976516723633,0.6692913385826772,0.4479508959017918,0.2998096547374197,0.48823976516723633,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,0.0
1395,1395,86.0,1.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,321.0,0.4886191189289093,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.4886191189289093,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0
1396,1396,85.0,1.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,321.25,0.4889984726905823,0.6692913385826772,0.4479508959017918,0.2998096547374197,0.4889984726905823,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,0.0
1397,1397,86.0,1.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,321.5,0.48937785625457764,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.48937785625457764,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0
1398,1398,85.0,1.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,321.75,0.4897572100162506,0.6692913385826772,0.4479508959017918,0.2998096547374197,0.4897572100162506,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,0.0
1399,1399,86.0,2.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,322.0,0.4901365637779236,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.4901365637779236,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0
1400,1400,87.0,2.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,322.25,0.49051594734191895,0.6850393700787402,0.4692789385578771,0.32147454846090795,0.49051594734191895,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,87.0,0.0
1401,1401,84.0,2.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,322.5,0.4908953011035919,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.4908953011035919,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0
1402,1402,86.0,2.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,322.75,0.4912746548652649,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.4912746548652649,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,0.0
1403,1403,62.0,3.0,1.0,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,323.0,0.49165400862693787,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.49165400862693787,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,82.0,62.0,20.0
1404,1404,66.0,3.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,323.0,0.49165400862693787,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.49165400862693787,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,82.0,62.0,20.0
1405,1405,82.0,3.0,0.25,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,323.0,0.49165400862693787,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.49165400862693787,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,82.0,62.0,20.0
1406,1406,84.0,3.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,323.25,0.4920333921909332,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.4920333921909332,0.125,0.875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0
1407,1407,81.0,3.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,323.5,0.4924127459526062,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.4924127459526062,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
1408,1408,82.0,3.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,323.75,0.4927920997142792,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.4927920997142792,0.375,0.625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
1409,1409,63.0,0.0,1.0,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,324.0,0.49317148327827454,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.49317148327827454,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,79.0,63.0,16.0
1410,1410,67.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,324.0,0.49317148327827454,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.49317148327827454,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,79.0,63.0,16.0
1411,1411,79.0,0.0,0.25,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,324.0,0.49317148327827454,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.49317148327827454,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,79.0,63.0,16.0
1412,1412,81.0,0.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,324.25,0.4935508370399475,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.4935508370399475,0.625,0.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
1413,1413,77.0,0.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,324.5,0.4939301908016205,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.4939301908016205,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
1414,1414,79.0,0.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,324.75,0.49430957436561584,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.49430957436561584,0.875,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
1415,1415,75.0,1.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,325.0,0.4946889281272888,0.5905511811023622,0.348750697501395,0.20595513631972145,0.4946889281272888,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
1416,1416,77.0,1.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,325.25,0.4950682818889618,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.4950682818889618,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
1417,1417,74.0,1.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,325.5,0.49544763565063477,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.49544763565063477,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
1418,1418,75.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,325.75,0.4958270192146301,0.5905511811023622,0.348750697501395,0.20595513631972145,0.4958270192146301,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
1419,1419,73.0,2.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,326.0,0.4962063729763031,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.4962063729763031,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
1420,1420,82.0,2.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,326.5,0.49696511030197144,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.49696511030197144,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
1421,1421,51.0,3.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,327.0,0.4977238178253174,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.4977238178253174,0.5,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,81.0,51.0,30.0
1422,1422,61.0,3.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,327.0,0.4977238178253174,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.4977238178253174,0.5,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,81.0,51.0,30.0
1423,1423,81.0,3.0,0.5,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,327.0,0.4977238178253174,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.4977238178253174,0.5,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,81.0,51.0,30.0
1424,1424,79.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,327.5,0.4984825551509857,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.4984825551509857,1.25,1.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
1425,1425,50.0,0.0,1.0,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,328.0,0.49924126267433167,0.3937007874015748,0.15500031000062,0.06102374409473228,0.49924126267433167,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,78.0,50.0,28.0
1426,1426,62.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,328.0,0.49924126267433167,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.49924126267433167,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,78.0,50.0,28.0
1427,1427,78.0,0.0,0.25,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,328.0,0.49924126267433167,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.49924126267433167,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,78.0,50.0,28.0
1428,1428,73.0,0.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,328.25,0.499620646238327,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.499620646238327,1.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
1429,1429,74.0,0.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,328.5,0.5,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.5,1.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
1430,1430,73.0,0.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,328.75,0.5003793835639954,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.5003793835639954,1.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
1431,1431,74.0,1.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,329.0,0.500758707523346,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.500758707523346,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
1432,1432,73.0,1.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,329.25,0.5011380910873413,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.5011380910873413,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
1433,1433,74.0,1.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,329.5,0.5015174746513367,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.5015174746513367,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
1434,1434,73.0,1.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,329.75,0.5018967986106873,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.5018967986106873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
1435,1435,74.0,2.0,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,330.0,0.5022761821746826,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.5022761821746826,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
1436,1436,75.0,2.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,330.25,0.502655565738678,0.5905511811023622,0.348750697501395,0.20595513631972145,0.502655565738678,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
1437,1437,72.0,2.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,330.5,0.5030348896980286,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.5030348896980286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
1438,1438,74.0,2.75,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,330.75,0.5034142732620239,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.5034142732620239,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
1439,1439,50.0,3.0,1.0,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,331.0,0.5037935972213745,0.3937007874015748,0.15500031000062,0.06102374409473228,0.5037935972213745,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,70.0,50.0,20.0
1440,1440,60.0,3.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,331.0,0.5037935972213745,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5037935972213745,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,70.0,50.0,20.0
1441,1441,70.0,3.0,0.25,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,331.0,0.5037935972213745,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.5037935972213745,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,70.0,50.0,20.0
1442,1442,72.0,3.25,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,331.25,0.5041729807853699,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.5041729807853699,0.25,1.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
