,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,loudness_direction_basis.loudness_incr,loudness_direction_basis.pp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
991,991,88.0,3.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,259.0,0.4190938472747803,0.6929133858267716,0.4801289602579205,0.3326877834858032,0.4190938472747803,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,88.0,58.0,30.0
992,992,67.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,259.5,0.4199029207229614,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4199029207229614,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
993,993,57.0,0.0,0.5,4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,260.0,0.4207119643688202,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.4207119643688202,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,86.0,57.0,29.0
994,994,64.0,0.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,260.0,0.4207119643688202,0.5039370078740157,0.25395250790501583,0.127976066975756,0.4207119643688202,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,86.0,57.0,29.0
995,995,86.0,0.0,2.0,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,260.0,0.4207119643688202,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.4207119643688202,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,86.0,57.0,29.0
996,996,67.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,260.5,0.42152103781700134,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.42152103781700134,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
997,997,57.0,1.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,261.0,0.4223301112651825,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.4223301112651825,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,57.0,7.0
998,998,64.0,1.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,261.0,0.4223301112651825,0.5039370078740157,0.25395250790501583,0.127976066975756,0.4223301112651825,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,64.0,57.0,7.0
999,999,67.0,1.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,261.5,0.42313915491104126,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.42313915491104126,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
1000,1000,57.0,2.0,0.5,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,262.0,0.4239482283592224,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.4239482283592224,0.6666666666666666,0.33333333333333337,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,85.0,57.0,28.0
1001,1001,64.0,2.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,262.0,0.4239482283592224,0.5039370078740157,0.25395250790501583,0.127976066975756,0.4239482283592224,0.6666666666666666,0.33333333333333337,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,85.0,57.0,28.0
1002,1002,85.0,2.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,262.0,0.4239482283592224,0.6692913385826772,0.4479508959017918,0.2998096547374197,0.4239482283592224,0.6666666666666666,0.33333333333333337,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,85.0,57.0,28.0
1003,1003,67.0,2.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,262.5,0.4247572720050812,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4247572720050812,0.8333333333333333,0.16666666666666674,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
1004,1004,57.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,263.0,0.42556634545326233,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.42556634545326233,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,57.0,7.0
1005,1005,64.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,263.0,0.42556634545326233,0.5039370078740157,0.25395250790501583,0.127976066975756,0.42556634545326233,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,64.0,57.0,7.0
1006,1006,67.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,263.5,0.4263754189014435,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4263754189014435,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
1007,1007,38.0,0.0,2.0,4,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,264.0,0.42718446254730225,0.2992125984251969,0.08952817905635811,0.0267879590877292,0.42718446254730225,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,62.0,38.0,24.0
1008,1008,50.0,0.0,2.0,4,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,264.0,0.42718446254730225,0.3937007874015748,0.15500031000062,0.06102374409473228,0.42718446254730225,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,62.0,38.0,24.0
1009,1009,50.0,0.0,0.0,4,1.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,264.0,0.42718446254730225,0.3937007874015748,0.15500031000062,0.06102374409473228,0.42718446254730225,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,62.0,38.0,24.0
1010,1010,53.0,0.0,0.0,4,1.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,264.0,0.42718446254730225,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.42718446254730225,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,62.0,38.0,24.0
1011,1011,57.0,0.0,0.0,4,1.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,264.0,0.42718446254730225,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.42718446254730225,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,4.0,62.0,38.0,24.0
1012,1012,62.0,0.0,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,264.0,0.42718446254730225,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.42718446254730225,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,62.0,38.0,24.0
1013,1013,45.0,2.0,2.0,4,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,266.0,0.43042072653770447,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.43042072653770447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,57.0,45.0,12.0
1014,1014,57.0,2.0,2.0,4,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,266.0,0.43042072653770447,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.43042072653770447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,57.0,45.0,12.0
1015,1015,53.0,0.0,1.5,4,0.0,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,268.0,0.4336569607257843,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.4336569607257843,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,65.0,53.0,12.0
1016,1016,65.0,0.0,1.5,4,0.0,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,268.0,0.4336569607257843,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.4336569607257843,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,65.0,53.0,12.0
1017,1017,55.0,1.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,269.5,0.43608415126800537,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.43608415126800537,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,55.0,12.0
1018,1018,67.0,1.5,0.25,4,1.0,0.25,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,269.5,0.43608415126800537,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.43608415126800537,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,55.0,12.0
1019,1019,52.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,269.75,0.43648868799209595,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.43648868799209595,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,52.0,12.0
1020,1020,64.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,269.75,0.43648868799209595,0.5039370078740157,0.25395250790501583,0.127976066975756,0.43648868799209595,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,64.0,52.0,12.0
1021,1021,50.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,270.0,0.43689319491386414,0.3937007874015748,0.15500031000062,0.06102374409473228,0.43689319491386414,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,62.0,50.0,12.0
1022,1022,62.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,270.0,0.43689319491386414,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.43689319491386414,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,62.0,50.0,12.0
1023,1023,53.0,0.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,272.0,0.44012945890426636,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.44012945890426636,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,57.0,53.0,4.0
1024,1024,57.0,0.0,0.5,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,272.0,0.44012945890426636,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.44012945890426636,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,57.0,53.0,4.0
1025,1025,62.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,272.5,0.4409385025501251,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.4409385025501251,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
1026,1026,74.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,272.75,0.4413430392742157,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.4413430392742157,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
1027,1027,53.0,1.0,1.0,4,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,273.0,0.4417475759983063,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.4417475759983063,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,74.0,53.0,21.0
1028,1028,57.0,1.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,273.0,0.4417475759983063,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.4417475759983063,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,74.0,53.0,21.0
1029,1029,74.0,1.0,0.75,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,273.0,0.4417475759983063,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.4417475759983063,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,74.0,53.0,21.0
1030,1030,62.0,1.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,273.5,0.44255661964416504,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.44255661964416504,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
1031,1031,73.0,1.75,0.125,4,1.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,273.75,0.4429611563682556,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.4429611563682556,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
1032,1032,74.0,1.875,0.125,4,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,273.875,0.4431634247303009,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.4431634247303009,0.875,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
1033,1033,53.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,274.0,0.4433656930923462,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.4433656930923462,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,81.0,53.0,28.0
1034,1034,57.0,2.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,274.0,0.4433656930923462,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.4433656930923462,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,81.0,53.0,28.0
1035,1035,81.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,274.0,0.4433656930923462,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.4433656930923462,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,81.0,53.0,28.0
1036,1036,62.0,2.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,274.5,0.44417476654052734,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.44417476654052734,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
1037,1037,53.0,3.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,275.0,0.4449838101863861,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.4449838101863861,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,83.0,53.0,30.0
1038,1038,57.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,275.0,0.4449838101863861,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.4449838101863861,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,83.0,53.0,30.0
1039,1039,83.0,3.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,275.0,0.4449838101863861,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.4449838101863861,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,83.0,53.0,30.0
1040,1040,62.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,275.5,0.44579288363456726,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.44579288363456726,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
1041,1041,52.0,0.0,1.0,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,276.0,0.446601927280426,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.446601927280426,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,81.0,52.0,29.0
1042,1042,59.0,0.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,276.0,0.446601927280426,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.446601927280426,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,81.0,52.0,29.0
1043,1043,81.0,0.0,2.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,276.0,0.446601927280426,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.446601927280426,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,81.0,52.0,29.0
1044,1044,62.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,276.5,0.4474110007286072,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.4474110007286072,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
1045,1045,52.0,1.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,277.0,0.44822007417678833,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.44822007417678833,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,59.0,52.0,7.0
1046,1046,59.0,1.0,0.5,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,277.0,0.44822007417678833,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.44822007417678833,0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,59.0,52.0,7.0
1047,1047,62.0,1.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,277.5,0.4490291178226471,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.4490291178226471,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
1048,1048,52.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,278.0,0.44983819127082825,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.44983819127082825,0.6666666666666666,0.33333333333333337,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,80.0,52.0,28.0
1049,1049,59.0,2.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,278.0,0.44983819127082825,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.44983819127082825,0.6666666666666666,0.33333333333333337,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,80.0,52.0,28.0
1050,1050,80.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,278.0,0.44983819127082825,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.44983819127082825,0.6666666666666666,0.33333333333333337,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,80.0,52.0,28.0
