,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.andante,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
914,914,63.0,2.3333282470703125,0.16666667,3,1.0,0.16666666666668561,0.0,0.0,0.0,0.0,1.0,212.3333282470703,0.5833333134651184,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5833333134651184,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0
915,915,60.0,2.5,0.16666667,3,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,1.0,212.5,0.583791196346283,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.583791196346283,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
916,916,57.0,2.6666717529296875,0.16666667,3,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,1.0,212.6666717529297,0.5842490792274475,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.5842490792274475,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
917,917,53.0,2.8333282470703125,0.16666667,3,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,1.0,212.8333282470703,0.5847069621086121,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.5847069621086121,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
918,918,29.0,0.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,213.0,0.5851648449897766,0.2283464566929134,0.05214210428420857,0.011906464757811406,0.5851648449897766,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0
919,919,58.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,216.0,0.593406617641449,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.593406617641449,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,70.0,58.0,12.0
920,920,62.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,216.0,0.593406617641449,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.593406617641449,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,70.0,58.0,12.0
921,921,70.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,216.0,0.593406617641449,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.593406617641449,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,70.0,58.0,12.0
922,922,60.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,217.0,0.5961538553237915,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5961538553237915,0.6666666666666666,1.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,69.0,60.0,9.0
923,923,63.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,217.0,0.5961538553237915,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5961538553237915,0.6666666666666666,1.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,69.0,60.0,9.0
924,924,69.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,217.0,0.5961538553237915,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.5961538553237915,0.6666666666666666,1.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,69.0,60.0,9.0
925,925,62.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,218.0,0.598901093006134,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.598901093006134,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,70.0,62.0,8.0
926,926,65.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,218.0,0.598901093006134,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.598901093006134,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,70.0,62.0,8.0
927,927,70.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,218.0,0.598901093006134,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.598901093006134,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,70.0,62.0,8.0
928,928,55.0,0.0,3.0,3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,219.0,0.6016483306884766,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.6016483306884766,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,64.0,55.0,9.0
929,929,61.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,219.0,0.6016483306884766,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.6016483306884766,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,64.0,55.0,9.0
930,930,64.0,0.0,2.0,3,0.0,3.0,0.0,0.0,0.0,0.0,1.0,219.0,0.6016483306884766,0.5039370078740157,0.25395250790501583,0.127976066975756,0.6016483306884766,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,64.0,55.0,9.0
931,931,60.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,220.0,0.6043956279754639,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.6043956279754639,0.6666666666666666,1.3333333333333335,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
932,932,58.0,2.0,2.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,221.0,0.6071428656578064,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.6071428656578064,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,58.0,14.0
933,933,72.0,2.0,1.0,3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,221.0,0.6071428656578064,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.6071428656578064,1.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,58.0,14.0
934,934,53.0,0.0,2.5,3,0.0,1.5,0.0,0.0,0.0,0.0,1.0,222.0,0.6098901033401489,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.6098901033401489,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,74.0,53.0,21.0
935,935,71.0,0.0,0.0,3,1.0,2.5,0.0,1.0,3.0,1.0,1.0,222.0,0.6098901033401489,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.6098901033401489,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,74.0,53.0,21.0
936,936,72.0,0.0,1.5,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,222.0,0.6098901033401489,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.6098901033401489,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,74.0,53.0,21.0
937,937,72.0,0.0,0.0,3,1.0,0.0,0.0,1.0,3.0,1.0,1.0,222.0,0.6098901033401489,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.6098901033401489,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,74.0,53.0,21.0
938,938,74.0,0.0,0.0,3,1.0,0.0,0.0,1.0,3.0,1.0,1.0,222.0,0.6098901033401489,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.6098901033401489,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,74.0,53.0,21.0
939,939,57.0,1.0,1.5,3,0.0,1.5,0.0,0.0,0.0,0.0,1.0,223.0,0.6126373410224915,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.6126373410224915,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
940,940,70.0,1.5,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,223.5,0.6140109896659851,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.6140109896659851,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
941,941,69.0,1.75,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,223.75,0.6146978139877319,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.6146978139877319,0.5833333333333333,0.41666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
942,942,67.0,2.0,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,224.0,0.6153846383094788,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.6153846383094788,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
943,943,65.0,2.25,0.25,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,224.25,0.6160714030265808,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.6160714030265808,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
944,944,55.0,2.5,0.5,3,1.0,0.25,0.0,0.0,0.0,0.0,1.0,224.5,0.6167582273483276,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.6167582273483276,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,63.0,55.0,8.0
945,945,58.0,2.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,224.5,0.6167582273483276,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.6167582273483276,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,63.0,55.0,8.0
946,946,63.0,2.5,0.25,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,224.5,0.6167582273483276,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.6167582273483276,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,63.0,55.0,8.0
947,947,67.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,1.0,224.75,0.6174450516700745,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.6174450516700745,0.9166666666666666,0.08333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
948,948,57.0,0.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,225.0,0.6181318759918213,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.6181318759918213,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,65.0,57.0,8.0
949,949,60.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,225.0,0.6181318759918213,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.6181318759918213,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,65.0,57.0,8.0
950,950,65.0,0.0,0.5,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,225.0,0.6181318759918213,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.6181318759918213,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,65.0,57.0,8.0
951,951,63.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,225.5,0.6195054650306702,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.6195054650306702,0.25,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0
952,952,58.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,226.0,0.6208791136741638,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.6208791136741638,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,62.0,58.0,4.0
953,953,62.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,226.0,0.6208791136741638,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.6208791136741638,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,62.0,58.0,4.0
954,954,65.0,2.0,1.5,3,0.0,1.5,0.0,0.0,0.0,0.0,1.0,227.0,0.6236263513565063,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.6236263513565063,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,65.0,9.0
955,955,74.0,2.0,1.5,3,0.0,1.5,0.0,0.0,0.0,0.0,1.0,227.0,0.6236263513565063,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.6236263513565063,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,65.0,9.0
956,956,36.0,0.0,3.0,3,0.0,3.0,0.0,0.0,0.0,0.0,1.0,228.0,0.6263736486434937,0.28346456692913385,0.08035216070432141,0.022776990435870635,0.6263736486434937,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,48.0,36.0,12.0
957,957,48.0,0.0,3.0,3,0.0,3.0,0.0,0.0,0.0,0.0,1.0,228.0,0.6263736486434937,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.6263736486434937,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,48.0,36.0,12.0
958,958,62.0,0.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,228.5,0.6277472376823425,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.6277472376823425,0.16666666666666666,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,62.0,9.0
959,959,71.0,0.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,228.5,0.6277472376823425,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.6277472376823425,0.16666666666666666,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,62.0,9.0
960,960,63.0,1.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,229.0,0.6291208863258362,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.6291208863258362,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,63.0,9.0
961,961,72.0,1.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,229.0,0.6291208863258362,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.6291208863258362,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,63.0,9.0
962,962,65.0,1.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,229.5,0.6304945349693298,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.6304945349693298,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,65.0,9.0
963,963,74.0,1.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,229.5,0.6304945349693298,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.6304945349693298,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,65.0,9.0
964,964,67.0,2.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,230.0,0.6318681240081787,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.6318681240081787,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0,67.0,8.0
965,965,75.0,2.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,230.0,0.6318681240081787,0.5905511811023622,0.348750697501395,0.20595513631972145,0.6318681240081787,0.6666666666666666,0.33333333333333337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,75.0,67.0,8.0
966,966,72.0,2.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,230.5,0.6332417726516724,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.6332417726516724,0.8333333333333333,0.16666666666666674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
967,967,60.0,0.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,231.0,0.6346153616905212,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.6346153616905212,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,70.0,60.0,10.0
968,968,63.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,231.0,0.6346153616905212,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.6346153616905212,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,70.0,60.0,10.0
969,969,70.0,0.0,0.5,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,231.0,0.6346153616905212,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.6346153616905212,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,70.0,60.0,10.0
970,970,69.0,0.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,231.5,0.6359890103340149,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.6359890103340149,0.25,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
971,971,62.0,1.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,232.0,0.6373626589775085,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.6373626589775085,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,72.0,62.0,10.0
972,972,65.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,232.0,0.6373626589775085,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.6373626589775085,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,72.0,62.0,10.0
973,973,72.0,1.0,0.5,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,232.0,0.6373626589775085,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.6373626589775085,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,72.0,62.0,10.0
974,974,70.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,232.5,0.6387362480163574,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.6387362480163574,0.75,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
975,975,74.0,2.0,1.5,3,0.0,1.5,0.0,0.0,0.0,0.0,1.0,233.0,0.6401098966598511,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.6401098966598511,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,74.0,3.0
976,976,77.0,2.0,1.5,3,0.0,1.5,0.0,0.0,0.0,0.0,1.0,233.0,0.6401098966598511,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.6401098966598511,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,74.0,3.0
