,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.sf,loudness_direction_basis.f,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.allegro,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
1181,1181,40.0,0.1666717529296875,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,196.1666717529297,0.41229909658432007,0.31496062992125984,0.0992001984003968,0.03124415697650293,0.41229909658432007,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,52.0,40.0,12.0
1182,1182,52.0,0.1666717529296875,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,196.1666717529297,0.41229909658432007,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.41229909658432007,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,52.0,40.0,12.0
1183,1183,43.0,0.3333282470703125,0.16666667,2,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,196.3333282470703,0.4126484990119934,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.4126484990119934,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,55.0,43.0,12.0
1184,1184,55.0,0.3333282470703125,0.16666667,2,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,196.3333282470703,0.4126484990119934,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.4126484990119934,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,55.0,43.0,12.0
1185,1185,48.0,0.5,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,196.5,0.41299790143966675,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.41299790143966675,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,60.0,48.0,12.0
1186,1186,60.0,0.5,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,196.5,0.41299790143966675,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.41299790143966675,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,60.0,48.0,12.0
1187,1187,43.0,0.6666717529296875,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,196.6666717529297,0.4133473336696625,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.4133473336696625,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,55.0,43.0,12.0
1188,1188,55.0,0.6666717529296875,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,196.6666717529297,0.4133473336696625,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.4133473336696625,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,55.0,43.0,12.0
1189,1189,40.0,0.8333282470703125,0.16666667,2,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,196.8333282470703,0.4136967062950134,0.31496062992125984,0.0992001984003968,0.03124415697650293,0.4136967062950134,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,52.0,40.0,12.0
1190,1190,52.0,0.8333282470703125,0.16666667,2,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,196.8333282470703,0.4136967062950134,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.4136967062950134,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,52.0,40.0,12.0
1191,1191,36.0,1.0,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,197.0,0.41404610872268677,0.28346456692913385,0.08035216070432141,0.022776990435870635,0.41404610872268677,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,48.0,36.0,12.0
1192,1192,48.0,1.0,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,197.0,0.41404610872268677,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.41404610872268677,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,48.0,36.0,12.0
1193,1193,40.0,1.1666717529296875,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,197.1666717529297,0.4143955409526825,0.31496062992125984,0.0992001984003968,0.03124415697650293,0.4143955409526825,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,52.0,40.0,12.0
1194,1194,52.0,1.1666717529296875,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,197.1666717529297,0.4143955409526825,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.4143955409526825,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,52.0,40.0,12.0
1195,1195,43.0,1.3333282470703125,0.16666667,2,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,197.3333282470703,0.41474491357803345,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.41474491357803345,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,55.0,43.0,12.0
1196,1196,55.0,1.3333282470703125,0.16666667,2,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,197.3333282470703,0.41474491357803345,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.41474491357803345,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,55.0,43.0,12.0
1197,1197,48.0,1.5,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,197.5,0.4150943458080292,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.4150943458080292,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,60.0,48.0,12.0
1198,1198,60.0,1.5,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,197.5,0.4150943458080292,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.4150943458080292,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,60.0,48.0,12.0
1199,1199,43.0,1.6666717529296875,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,197.6666717529297,0.4154437482357025,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.4154437482357025,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,55.0,43.0,12.0
1200,1200,55.0,1.6666717529296875,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,197.6666717529297,0.4154437482357025,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.4154437482357025,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,55.0,43.0,12.0
1201,1201,40.0,1.8333282470703125,0.16666667,2,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,197.8333282470703,0.41579315066337585,0.31496062992125984,0.0992001984003968,0.03124415697650293,0.41579315066337585,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,52.0,40.0,12.0
1202,1202,52.0,1.8333282470703125,0.16666667,2,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,197.8333282470703,0.41579315066337585,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.41579315066337585,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,52.0,40.0,12.0
1203,1203,36.0,0.0,0.16666667,2,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198.0,0.4161425530910492,0.28346456692913385,0.08035216070432141,0.022776990435870635,0.4161425530910492,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,48.0,36.0,12.0
1204,1204,48.0,0.0,0.16666667,2,1.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198.0,0.4161425530910492,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.4161425530910492,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,48.0,36.0,12.0
1205,1205,40.0,0.1666717529296875,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198.1666717529297,0.4164919853210449,0.31496062992125984,0.0992001984003968,0.03124415697650293,0.4164919853210449,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,52.0,40.0,12.0
1206,1206,52.0,0.1666717529296875,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198.1666717529297,0.4164919853210449,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.4164919853210449,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,52.0,40.0,12.0
1207,1207,43.0,0.3333282470703125,0.16666667,2,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198.3333282470703,0.4168413579463959,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.4168413579463959,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,55.0,43.0,12.0
1208,1208,55.0,0.3333282470703125,0.16666667,2,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198.3333282470703,0.4168413579463959,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.4168413579463959,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,55.0,43.0,12.0
1209,1209,48.0,0.5,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198.5,0.4171907901763916,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.4171907901763916,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,60.0,48.0,12.0
1210,1210,60.0,0.5,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198.5,0.4171907901763916,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.4171907901763916,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,60.0,48.0,12.0
1211,1211,52.0,0.6666717529296875,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198.6666717529297,0.41754019260406494,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.41754019260406494,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,52.0,12.0
1212,1212,64.0,0.6666717529296875,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198.6666717529297,0.41754019260406494,0.5039370078740157,0.25395250790501583,0.127976066975756,0.41754019260406494,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,64.0,52.0,12.0
1213,1213,55.0,0.8333282470703125,0.16666667,2,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198.8333282470703,0.4178895652294159,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.4178895652294159,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,55.0,12.0
1214,1214,67.0,0.8333282470703125,0.16666667,2,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198.8333282470703,0.4178895652294159,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4178895652294159,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,55.0,12.0
1215,1215,60.0,1.0,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,199.0,0.4182389974594116,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.4182389974594116,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,60.0,12.0
1216,1216,72.0,1.0,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,199.0,0.4182389974594116,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.4182389974594116,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,60.0,12.0
1217,1217,55.0,1.1666717529296875,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,199.1666717529297,0.41858839988708496,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.41858839988708496,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,55.0,12.0
1218,1218,67.0,1.1666717529296875,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,199.1666717529297,0.41858839988708496,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.41858839988708496,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,55.0,12.0
1219,1219,52.0,1.3333282470703125,0.16666667,2,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,199.3333282470703,0.4189378023147583,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.4189378023147583,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,52.0,12.0
1220,1220,64.0,1.3333282470703125,0.16666667,2,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,199.3333282470703,0.4189378023147583,0.5039370078740157,0.25395250790501583,0.127976066975756,0.4189378023147583,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,64.0,52.0,12.0
1221,1221,48.0,1.5,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,199.5,0.41928720474243164,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.41928720474243164,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,60.0,48.0,12.0
1222,1222,60.0,1.5,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,199.5,0.41928720474243164,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.41928720474243164,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,60.0,48.0,12.0
1223,1223,52.0,1.6666717529296875,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,199.6666717529297,0.41963663697242737,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.41963663697242737,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,52.0,12.0
1224,1224,64.0,1.6666717529296875,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,199.6666717529297,0.41963663697242737,0.5039370078740157,0.25395250790501583,0.127976066975756,0.41963663697242737,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,64.0,52.0,12.0
1225,1225,55.0,1.8333282470703125,0.16666667,2,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,199.8333282470703,0.4199860095977783,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.4199860095977783,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,55.0,12.0
1226,1226,67.0,1.8333282470703125,0.16666667,2,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,199.8333282470703,0.4199860095977783,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4199860095977783,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,55.0,12.0
1227,1227,48.0,0.0,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.42033544182777405,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.42033544182777405,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,60.0,48.0,12.0
1228,1228,60.0,0.0,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.42033544182777405,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.42033544182777405,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,60.0,48.0,12.0
1229,1229,52.0,0.1666717529296875,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.1666717529297,0.4206848442554474,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.4206848442554474,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,52.0,12.0
1230,1230,64.0,0.1666717529296875,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.1666717529297,0.4206848442554474,0.5039370078740157,0.25395250790501583,0.127976066975756,0.4206848442554474,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,64.0,52.0,12.0
1231,1231,55.0,0.3333282470703125,0.16666667,2,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.3333282470703,0.42103421688079834,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.42103421688079834,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,55.0,12.0
1232,1232,67.0,0.3333282470703125,0.16666667,2,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.3333282470703,0.42103421688079834,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.42103421688079834,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,55.0,12.0
1233,1233,60.0,0.5,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.5,0.42138364911079407,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.42138364911079407,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,60.0,12.0
1234,1234,72.0,0.5,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.5,0.42138364911079407,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.42138364911079407,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,60.0,12.0
1235,1235,64.0,0.6666717529296875,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.6666717529297,0.4217330515384674,0.5039370078740157,0.25395250790501583,0.127976066975756,0.4217330515384674,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,64.0,12.0
1236,1236,76.0,0.6666717529296875,0.16666667,2,0.0,0.1666666666666572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.6666717529297,0.4217330515384674,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.4217330515384674,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,64.0,12.0
1237,1237,67.0,0.8333282470703125,0.16666667,2,0.0,0.16666666666668561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.8333282470703,0.42208245396614075,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.42208245396614075,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,67.0,12.0
