,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.f,loudness_direction_basis.loudness_incr,loudness_direction_basis.pp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.andante,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
703,703,62.0,0.5,0.25,2,1.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108.5,0.5864864587783813,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.5864864587783813,1.2857142857142856,0.7142857142857143,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,62.0,12.0
704,704,74.0,0.5,0.75,2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108.5,0.5864864587783813,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.5864864587783813,1.2857142857142856,0.7142857142857143,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,62.0,12.0
705,705,57.0,0.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108.75,0.587837815284729,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.587837815284729,0.42857142857142855,0.5714285714285714,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
706,706,52.0,1.0,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109.0,0.5891891717910767,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.5891891717910767,0.5714285714285714,1.4285714285714286,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0
707,707,57.0,1.25,0.25,2,1.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109.25,0.5905405282974243,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.5905405282974243,0.9642857142857142,1.0357142857142858,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,57.0,19.0
708,708,76.0,1.25,0.125,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109.25,0.5905405282974243,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.5905405282974243,0.9642857142857142,1.0357142857142858,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,57.0,19.0
709,709,74.0,1.375,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109.375,0.5912162065505981,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.5912162065505981,1.1607142857142856,0.8392857142857143,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
710,710,60.0,1.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109.5,0.591891884803772,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.591891884803772,1.3571428571428572,0.6428571428571429,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,74.0,60.0,14.0
711,711,72.0,1.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109.5,0.591891884803772,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.591891884803772,1.3571428571428572,0.6428571428571429,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,74.0,60.0,14.0
712,712,74.0,1.5,0.0,2,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,109.5,0.591891884803772,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.591891884803772,1.3571428571428572,0.6428571428571429,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,74.0,60.0,14.0
713,713,57.0,1.75,0.25,2,1.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109.75,0.5932432413101196,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.5932432413101196,1.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,57.0,14.0
714,714,71.0,1.75,0.125,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109.75,0.5932432413101196,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.5932432413101196,1.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,57.0,14.0
715,715,72.0,1.875,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109.875,0.5939189195632935,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.5939189195632935,0.875,0.125,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
716,716,51.0,0.0,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,110.0,0.5945945978164673,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.5945945978164673,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,51.0,21.0
717,717,72.0,0.0,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,110.0,0.5945945978164673,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.5945945978164673,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,51.0,21.0
718,718,54.0,0.25,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,110.25,0.5959459543228149,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.5959459543228149,0.6666666666666666,1.3333333333333335,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,54.0,17.0
719,719,71.0,0.25,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,110.25,0.5959459543228149,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.5959459543228149,0.6666666666666666,1.3333333333333335,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,54.0,17.0
720,720,57.0,0.5,0.25,2,1.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,110.5,0.5972973108291626,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.5972973108291626,1.3333333333333333,0.6666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,57.0,14.0
721,721,71.0,0.5,0.75,2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,110.5,0.5972973108291626,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.5972973108291626,1.3333333333333333,0.6666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,57.0,14.0
722,722,51.0,0.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,110.75,0.5986486673355103,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.5986486673355103,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,0.0
723,723,52.0,1.0,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111.0,0.6000000238418579,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.6000000238418579,0.6666666666666666,2.3333333333333335,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0
724,724,59.0,1.25,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111.25,0.6013513803482056,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.6013513803482056,1.5833333333333333,1.4166666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,74.0,59.0,15.0
725,725,71.0,1.25,0.0,2,1.0,0.25,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,111.25,0.6013513803482056,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.6013513803482056,1.5833333333333333,1.4166666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,74.0,59.0,15.0
726,726,72.0,1.25,0.0,2,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,111.25,0.6013513803482056,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.6013513803482056,1.5833333333333333,1.4166666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,74.0,59.0,15.0
727,727,74.0,1.25,0.25,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111.25,0.6013513803482056,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.6013513803482056,1.5833333333333333,1.4166666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,74.0,59.0,15.0
728,728,50.0,1.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111.5,0.6027026772499084,0.3937007874015748,0.15500031000062,0.06102374409473228,0.6027026772499084,2.5,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,50.0,22.0
729,729,72.0,1.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111.5,0.6027026772499084,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.6027026772499084,2.5,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,50.0,22.0
730,730,55.0,1.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111.75,0.6040540337562561,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.6040540337562561,1.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,55.0,16.0
731,731,71.0,1.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111.75,0.6040540337562561,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.6040540337562561,1.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,55.0,16.0
732,732,49.0,0.0,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,112.0,0.6054053902626038,0.3858267716535433,0.14886229772459544,0.05743505975200927,0.6054053902626038,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,49.0,22.0
733,733,71.0,0.0,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,112.0,0.6054053902626038,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.6054053902626038,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,49.0,22.0
734,734,52.0,0.25,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,112.25,0.6067567467689514,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.6067567467689514,0.75,1.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,52.0,17.0
735,735,69.0,0.25,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,112.25,0.6067567467689514,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.6067567467689514,0.75,1.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,52.0,17.0
736,736,55.0,0.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,112.5,0.6081081032752991,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.6081081032752991,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,55.0,14.0
737,737,69.0,0.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,112.5,0.6081081032752991,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.6081081032752991,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,55.0,14.0
738,738,52.0,0.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,112.75,0.6094594597816467,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.6094594597816467,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,52.0,17.0
739,739,69.0,0.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,112.75,0.6094594597816467,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.6094594597816467,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,52.0,17.0
740,740,49.0,1.0,0.25,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113.0,0.6108108162879944,0.3858267716535433,0.14886229772459544,0.05743505975200927,0.6108108162879944,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,49.0,20.0
741,741,69.0,1.0,0.5,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113.0,0.6108108162879944,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.6108108162879944,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,49.0,20.0
742,742,52.0,1.25,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113.25,0.612162172794342,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.612162172794342,0.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0
743,743,55.0,1.5,0.25,2,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113.5,0.6135135293006897,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.6135135293006897,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,55.0,14.0
744,744,69.0,1.5,0.5,2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113.5,0.6135135293006897,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.6135135293006897,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,55.0,14.0
745,745,52.0,1.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113.75,0.6148648858070374,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.6148648858070374,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0
746,746,48.0,0.0,0.25,2,1.0,1.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,114.0,0.616216242313385,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.616216242313385,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,76.0,48.0,28.0
747,747,73.0,0.0,0.0,2,1.0,0.25,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,114.0,0.616216242313385,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.616216242313385,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,76.0,48.0,28.0
748,748,74.0,0.0,0.0,2,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,114.0,0.616216242313385,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.616216242313385,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,76.0,48.0,28.0
749,749,74.0,0.0,1.25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,114.0,0.616216242313385,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.616216242313385,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,76.0,48.0,28.0
750,750,76.0,0.0,0.0,2,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,114.0,0.616216242313385,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.616216242313385,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,76.0,48.0,28.0
751,751,54.0,0.25,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,114.25,0.6175675392150879,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.6175675392150879,0.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0
752,752,57.0,0.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,114.5,0.6189188957214355,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.6189188957214355,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0
753,753,48.0,0.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,114.75,0.6202702522277832,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.6202702522277832,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0
754,754,47.0,1.0,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115.0,0.6216216087341309,0.3700787401574803,0.13695827391654783,0.05068534546517912,0.6216216087341309,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,0.0
755,755,55.0,1.25,0.25,2,1.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115.25,0.6229729652404785,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.6229729652404785,0.5833333333333333,1.4166666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,55.0,21.0
756,756,76.0,1.25,0.125,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115.25,0.6229729652404785,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.6229729652404785,0.5833333333333333,1.4166666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,55.0,21.0
757,757,74.0,1.375,0.125,2,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115.375,0.6236486434936523,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.6236486434936523,0.875,1.125,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
758,758,52.0,1.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115.5,0.6243243217468262,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.6243243217468262,1.1666666666666665,0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,52.0,20.0
759,759,72.0,1.5,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115.5,0.6243243217468262,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.6243243217468262,1.1666666666666665,0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,52.0,20.0
760,760,50.0,1.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115.75,0.6256756782531738,0.3937007874015748,0.15500031000062,0.06102374409473228,0.6256756782531738,1.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,50.0,21.0
761,761,71.0,1.75,0.25,2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115.75,0.6256756782531738,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.6256756782531738,1.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,50.0,21.0
