,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,loudness_direction_basis.loudness_incr,loudness_direction_basis.loudness_decr,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
494,494,63.0,0.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,147.3333282470703,0.46772485971450806,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.46772485971450806,0.4444444444444444,1.5555555555555556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0
495,495,67.0,0.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,147.6666717529297,0.46878308057785034,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.46878308057785034,0.8888888888888888,1.1111111111111112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
496,496,58.0,1.0,0.33333334,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,148.0,0.46984127163887024,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.46984127163887024,1.3333333333333333,1.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0
497,497,65.0,1.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,148.3333282470703,0.47089946269989014,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.47089946269989014,0.7777777777777777,1.2222222222222223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
498,498,68.0,1.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,148.6666717529297,0.4719576835632324,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.4719576835632324,1.2222222222222223,0.7777777777777778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
499,499,58.0,2.0,0.33333334,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,149.0,0.4730158746242523,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.4730158746242523,1.6666666666666665,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,76.0,58.0,18.0
500,500,76.0,2.0,1.0,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,149.0,0.4730158746242523,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.4730158746242523,1.6666666666666665,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,76.0,58.0,18.0
501,501,67.0,2.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,149.3333282470703,0.4740740656852722,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4740740656852722,1.111111111111111,0.8888888888888891,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
502,502,70.0,2.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,149.6666717529297,0.4751322865486145,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.4751322865486145,1.5555555555555554,0.44444444444444453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
503,503,58.0,0.0,1.0,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,150.0,0.4761904776096344,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.4761904776096344,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,77.0,58.0,19.0
504,504,62.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,150.0,0.4761904776096344,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.4761904776096344,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,77.0,58.0,19.0
505,505,68.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,150.0,0.4761904776096344,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.4761904776096344,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,77.0,58.0,19.0
506,506,77.0,0.0,0.33333334,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,150.0,0.4761904776096344,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.4761904776096344,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,77.0,58.0,19.0
507,507,69.0,0.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,150.3333282470703,0.4772486686706543,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.4772486686706543,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
508,508,70.0,0.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,150.6666717529297,0.4783068895339966,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.4783068895339966,0.125,0.875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
509,509,72.0,1.0,0.33333334,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,151.0,0.4793650805950165,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.4793650805950165,0.25,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
510,510,69.0,1.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,151.3333282470703,0.4804232716560364,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.4804232716560364,0.375,0.625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
511,511,70.0,1.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,151.6666717529297,0.48148149251937866,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.48148149251937866,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
512,512,72.0,2.0,0.33333334,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,152.0,0.48253968358039856,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.48253968358039856,0.625,0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
513,513,69.0,2.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,152.3333282470703,0.48359787464141846,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.48359787464141846,0.75,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
514,514,70.0,2.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,152.6666717529297,0.48465609550476074,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.48465609550476074,0.875,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
515,515,58.0,0.0,0.33333334,3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,153.0,0.48571428656578064,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.48571428656578064,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,82.0,58.0,24.0
516,516,82.0,0.0,2.0,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,153.0,0.48571428656578064,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.48571428656578064,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,82.0,58.0,24.0
517,517,65.0,0.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,153.3333282470703,0.48677247762680054,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.48677247762680054,0.1111111111111111,0.8888888888888888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
518,518,68.0,0.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,153.6666717529297,0.4878306984901428,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.4878306984901428,0.2222222222222222,0.7777777777777778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
519,519,58.0,1.0,0.33333334,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,154.0,0.4888888895511627,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.4888888895511627,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0
520,520,63.0,1.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,154.3333282470703,0.4899470806121826,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.4899470806121826,0.4444444444444444,0.5555555555555556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0
521,521,67.0,1.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,154.6666717529297,0.4910053014755249,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4910053014755249,0.5555555555555556,0.4444444444444444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
522,522,58.0,2.0,0.33333334,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,155.0,0.4920634925365448,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.4920634925365448,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,77.0,58.0,19.0
523,523,77.0,2.0,1.0,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,155.0,0.4920634925365448,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.4920634925365448,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,77.0,58.0,19.0
524,524,62.0,2.3333282470703125,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,155.3333282470703,0.4931216835975647,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.4931216835975647,0.7777777777777777,0.22222222222222232,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
525,525,65.0,2.6666717529296875,0.33333334,3,0.0,0.3333333333333428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,155.6666717529297,0.494179904460907,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.494179904460907,0.8888888888888888,0.11111111111111116,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
526,526,57.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,156.0,0.4952380955219269,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.4952380955219269,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,63.0,57.0,6.0
527,527,63.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,156.0,0.4952380955219269,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.4952380955219269,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,63.0,57.0,6.0
528,528,78.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,157.0,0.49841269850730896,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.49841269850730896,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
529,529,75.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,158.0,0.5015873312950134,0.5905511811023622,0.348750697501395,0.20595513631972145,0.5015873312950134,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
530,530,59.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,159.0,0.5047619342803955,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.5047619342803955,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,63.0,59.0,4.0
531,531,63.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,159.0,0.5047619342803955,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5047619342803955,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,63.0,59.0,4.0
532,532,75.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,160.0,0.5079365372657776,0.5905511811023622,0.348750697501395,0.20595513631972145,0.5079365372657776,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
533,533,69.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,161.0,0.5111111402511597,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.5111111402511597,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
534,534,58.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,162.0,0.5142857432365417,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.5142857432365417,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,62.0,58.0,4.0
535,535,62.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,162.0,0.5142857432365417,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.5142857432365417,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,62.0,58.0,4.0
536,536,70.0,1.0,1.0,3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,163.0,0.5174603462219238,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.5174603462219238,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
537,537,74.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,164.0,0.5206349492073059,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.5206349492073059,0.2,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
538,538,77.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,165.0,0.523809552192688,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.523809552192688,0.4,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
539,539,81.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,166.0,0.5269841551780701,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.5269841551780701,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
540,540,82.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,167.0,0.5301587581634521,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.5301587581634521,0.8,0.19999999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
541,541,70.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,168.0,0.5333333611488342,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.5333333611488342,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
542,542,46.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,170.0,0.5396825671195984,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.5396825671195984,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,68.0,46.0,22.0
543,543,53.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,170.0,0.5396825671195984,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.5396825671195984,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,68.0,46.0,22.0
544,544,62.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,170.0,0.5396825671195984,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.5396825671195984,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,68.0,46.0,22.0
545,545,68.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,170.0,0.5396825671195984,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.5396825671195984,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,68.0,46.0,22.0
546,546,46.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,171.0,0.5428571701049805,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.5428571701049805,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,68.0,46.0,22.0
547,547,53.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,171.0,0.5428571701049805,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.5428571701049805,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,68.0,46.0,22.0
548,548,62.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,171.0,0.5428571701049805,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.5428571701049805,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,68.0,46.0,22.0
549,549,68.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,171.0,0.5428571701049805,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.5428571701049805,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,68.0,46.0,22.0
550,550,39.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,174.0,0.5523809790611267,0.30708661417322836,0.09430218860437721,0.028958939807643396,0.5523809790611267,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,51.0,39.0,12.0
551,551,51.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,174.0,0.5523809790611267,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.5523809790611267,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,51.0,39.0,12.0
552,552,79.0,1.0,1.0,3,0.0,0.3333333333333144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,175.0,0.5555555820465088,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.5555555820465088,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,82.0,79.0,3.0
