,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.fff,loudness_direction_basis.f,loudness_direction_basis.p,loudness_direction_basis.loudness_decr,loudness_direction_basis.ff,loudness_direction_basis.pp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.allegro,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
1346,1346,67.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,212.5,0.400943398475647,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.400943398475647,0.125,0.875,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,79.0,60.0,19.0
1347,1347,79.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,212.5,0.400943398475647,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.400943398475647,0.125,0.875,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,79.0,60.0,19.0
1348,1348,60.0,1.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,213.0,0.40188679099082947,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.40188679099082947,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,76.0,60.0,16.0
1349,1349,64.0,1.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,213.0,0.40188679099082947,0.5039370078740157,0.25395250790501583,0.127976066975756,0.40188679099082947,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,76.0,60.0,16.0
1350,1350,67.0,1.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,213.0,0.40188679099082947,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.40188679099082947,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,76.0,60.0,16.0
1351,1351,76.0,1.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,213.0,0.40188679099082947,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.40188679099082947,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,76.0,60.0,16.0
1352,1352,60.0,1.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,213.5,0.40283018350601196,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.40283018350601196,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,72.0,60.0,12.0
1353,1353,64.0,1.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,213.5,0.40283018350601196,0.5039370078740157,0.25395250790501583,0.127976066975756,0.40283018350601196,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,72.0,60.0,12.0
1354,1354,67.0,1.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,213.5,0.40283018350601196,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.40283018350601196,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,72.0,60.0,12.0
1355,1355,72.0,1.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,213.5,0.40283018350601196,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.40283018350601196,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,72.0,60.0,12.0
1356,1356,61.0,2.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,214.0,0.40377357602119446,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.40377357602119446,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,70.0,61.0,9.0
1357,1357,64.0,2.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,214.0,0.40377357602119446,0.5039370078740157,0.25395250790501583,0.127976066975756,0.40377357602119446,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,70.0,61.0,9.0
1358,1358,67.0,2.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,214.0,0.40377357602119446,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.40377357602119446,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,70.0,61.0,9.0
1359,1359,70.0,2.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,214.0,0.40377357602119446,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.40377357602119446,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,70.0,61.0,9.0
1360,1360,61.0,2.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,214.5,0.40471696853637695,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.40471696853637695,0.625,0.375,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,73.0,61.0,12.0
1361,1361,64.0,2.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,214.5,0.40471696853637695,0.5039370078740157,0.25395250790501583,0.127976066975756,0.40471696853637695,0.625,0.375,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,73.0,61.0,12.0
1362,1362,67.0,2.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,214.5,0.40471696853637695,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.40471696853637695,0.625,0.375,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,73.0,61.0,12.0
1363,1363,73.0,2.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,214.5,0.40471696853637695,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.40471696853637695,0.625,0.375,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,73.0,61.0,12.0
1364,1364,61.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,215.0,0.40566039085388184,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.40566039085388184,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,76.0,61.0,15.0
1365,1365,64.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,215.0,0.40566039085388184,0.5039370078740157,0.25395250790501583,0.127976066975756,0.40566039085388184,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,76.0,61.0,15.0
1366,1366,67.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,215.0,0.40566039085388184,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.40566039085388184,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,76.0,61.0,15.0
1367,1367,76.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,215.0,0.40566039085388184,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.40566039085388184,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,76.0,61.0,15.0
1368,1368,61.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,215.5,0.40660378336906433,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.40660378336906433,0.875,0.125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,79.0,61.0,18.0
1369,1369,64.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,215.5,0.40660378336906433,0.5039370078740157,0.25395250790501583,0.127976066975756,0.40660378336906433,0.875,0.125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,79.0,61.0,18.0
1370,1370,67.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,215.5,0.40660378336906433,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.40660378336906433,0.875,0.125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,79.0,61.0,18.0
1371,1371,79.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,215.5,0.40660378336906433,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.40660378336906433,0.875,0.125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,79.0,61.0,18.0
1372,1372,60.0,0.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,216.0,0.4075471758842468,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.4075471758842468,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,82.0,60.0,22.0
1373,1373,64.0,0.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,216.0,0.4075471758842468,0.5039370078740157,0.25395250790501583,0.127976066975756,0.4075471758842468,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,82.0,60.0,22.0
1374,1374,67.0,0.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,216.0,0.4075471758842468,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4075471758842468,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,82.0,60.0,22.0
1375,1375,82.0,0.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,216.0,0.4075471758842468,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.4075471758842468,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,82.0,60.0,22.0
1376,1376,60.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,216.5,0.4084905683994293,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.4084905683994293,0.125,0.875,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,79.0,60.0,19.0
1377,1377,64.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,216.5,0.4084905683994293,0.5039370078740157,0.25395250790501583,0.127976066975756,0.4084905683994293,0.125,0.875,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,79.0,60.0,19.0
1378,1378,67.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,216.5,0.4084905683994293,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4084905683994293,0.125,0.875,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,79.0,60.0,19.0
1379,1379,79.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,216.5,0.4084905683994293,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.4084905683994293,0.125,0.875,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,79.0,60.0,19.0
1380,1380,60.0,1.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,0.4094339609146118,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.4094339609146118,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,76.0,60.0,16.0
1381,1381,64.0,1.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,0.4094339609146118,0.5039370078740157,0.25395250790501583,0.127976066975756,0.4094339609146118,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,76.0,60.0,16.0
1382,1382,67.0,1.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,0.4094339609146118,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4094339609146118,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,76.0,60.0,16.0
1383,1383,76.0,1.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,0.4094339609146118,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.4094339609146118,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,76.0,60.0,16.0
1384,1384,60.0,1.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,217.5,0.4103773534297943,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.4103773534297943,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,72.0,60.0,12.0
1385,1385,64.0,1.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,217.5,0.4103773534297943,0.5039370078740157,0.25395250790501583,0.127976066975756,0.4103773534297943,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,72.0,60.0,12.0
1386,1386,67.0,1.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,217.5,0.4103773534297943,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4103773534297943,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,72.0,60.0,12.0
1387,1387,72.0,1.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,217.5,0.4103773534297943,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.4103773534297943,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,72.0,60.0,12.0
1388,1388,61.0,2.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,218.0,0.4113207459449768,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.4113207459449768,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,70.0,61.0,9.0
1389,1389,64.0,2.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,218.0,0.4113207459449768,0.5039370078740157,0.25395250790501583,0.127976066975756,0.4113207459449768,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,70.0,61.0,9.0
1390,1390,67.0,2.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,218.0,0.4113207459449768,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4113207459449768,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,70.0,61.0,9.0
1391,1391,70.0,2.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,218.0,0.4113207459449768,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.4113207459449768,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,70.0,61.0,9.0
1392,1392,61.0,2.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,218.5,0.4122641384601593,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.4122641384601593,0.625,0.375,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,73.0,61.0,12.0
1393,1393,64.0,2.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,218.5,0.4122641384601593,0.5039370078740157,0.25395250790501583,0.127976066975756,0.4122641384601593,0.625,0.375,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,73.0,61.0,12.0
1394,1394,67.0,2.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,218.5,0.4122641384601593,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4122641384601593,0.625,0.375,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,73.0,61.0,12.0
1395,1395,73.0,2.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,218.5,0.4122641384601593,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.4122641384601593,0.625,0.375,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,73.0,61.0,12.0
1396,1396,61.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,219.0,0.4132075607776642,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.4132075607776642,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,76.0,61.0,15.0
1397,1397,64.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,219.0,0.4132075607776642,0.5039370078740157,0.25395250790501583,0.127976066975756,0.4132075607776642,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,76.0,61.0,15.0
1398,1398,67.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,219.0,0.4132075607776642,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4132075607776642,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,76.0,61.0,15.0
1399,1399,76.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,219.0,0.4132075607776642,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.4132075607776642,0.75,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,76.0,61.0,15.0
1400,1400,61.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,219.5,0.4141509532928467,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.4141509532928467,0.875,0.125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,79.0,61.0,18.0
1401,1401,64.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,219.5,0.4141509532928467,0.5039370078740157,0.25395250790501583,0.127976066975756,0.4141509532928467,0.875,0.125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,79.0,61.0,18.0
1402,1402,67.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,219.5,0.4141509532928467,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4141509532928467,0.875,0.125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,79.0,61.0,18.0
1403,1403,79.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,219.5,0.4141509532928467,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.4141509532928467,0.875,0.125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,79.0,61.0,18.0
