,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
1114,1114,79.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,354.5,0.5672000050544739,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.5672000050544739,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
1115,1115,79.0,1.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,355.0,0.5680000185966492,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.5680000185966492,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
1116,1116,79.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,355.5,0.5687999725341797,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.5687999725341797,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
1117,1117,79.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,356.0,0.569599986076355,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.569599986076355,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
1118,1118,79.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,356.5,0.5703999996185303,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.5703999996185303,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
1119,1119,56.0,0.0,2.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,357.0,0.5712000131607056,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.5712000131607056,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,80.0,56.0,24.0
1120,1120,60.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,357.0,0.5712000131607056,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5712000131607056,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,80.0,56.0,24.0
1121,1121,63.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,357.0,0.5712000131607056,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5712000131607056,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,80.0,56.0,24.0
1122,1122,80.0,0.0,0.5,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,357.0,0.5712000131607056,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.5712000131607056,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,80.0,56.0,24.0
1123,1123,79.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,357.5,0.5720000267028809,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.5720000267028809,0.3333333333333333,1.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
1124,1124,62.0,1.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,358.0,0.5727999806404114,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.5727999806404114,0.6666666666666666,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,77.0,62.0,15.0
1125,1125,65.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,358.0,0.5727999806404114,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.5727999806404114,0.6666666666666666,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,77.0,62.0,15.0
1126,1126,77.0,1.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,358.0,0.5727999806404114,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.5727999806404114,0.6666666666666666,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,77.0,62.0,15.0
1127,1127,75.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,358.5,0.5735999941825867,0.5905511811023622,0.348750697501395,0.20595513631972145,0.5735999941825867,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
1128,1128,63.0,2.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,359.0,0.574400007724762,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.574400007724762,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,74.0,63.0,11.0
1129,1129,67.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,359.0,0.574400007724762,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.574400007724762,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,74.0,63.0,11.0
1130,1130,74.0,2.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,359.0,0.574400007724762,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.574400007724762,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,74.0,63.0,11.0
1131,1131,72.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,359.5,0.5752000212669373,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.5752000212669373,1.6666666666666665,0.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
1132,1132,62.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,360.0,0.5759999752044678,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.5759999752044678,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,65.0,62.0,3.0
1133,1133,65.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,360.0,0.5759999752044678,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.5759999752044678,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,65.0,62.0,3.0
1134,1134,77.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,360.5,0.5767999887466431,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.5767999887466431,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
1135,1135,77.0,1.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,361.0,0.5776000022888184,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.5776000022888184,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
1136,1136,77.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,361.5,0.5784000158309937,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.5784000158309937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
1137,1137,77.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,362.0,0.579200029373169,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.579200029373169,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
1138,1138,77.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,362.5,0.5799999833106995,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.5799999833106995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
1139,1139,55.0,0.0,3.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,363.0,0.5807999968528748,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.5807999968528748,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,79.0,55.0,24.0
1140,1140,59.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,363.0,0.5807999968528748,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.5807999968528748,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,79.0,55.0,24.0
1141,1141,62.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,363.0,0.5807999968528748,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.5807999968528748,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,79.0,55.0,24.0
1142,1142,79.0,0.0,0.5,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,363.0,0.5807999968528748,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.5807999968528748,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,79.0,55.0,24.0
1143,1143,77.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,363.5,0.58160001039505,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.58160001039505,0.3333333333333333,1.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
1144,1144,60.0,1.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,364.0,0.5824000239372253,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5824000239372253,0.6666666666666666,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,75.0,60.0,15.0
1145,1145,63.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,364.0,0.5824000239372253,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5824000239372253,0.6666666666666666,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,75.0,60.0,15.0
1146,1146,75.0,1.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,364.0,0.5824000239372253,0.5905511811023622,0.348750697501395,0.20595513631972145,0.5824000239372253,0.6666666666666666,1.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,75.0,60.0,15.0
1147,1147,74.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,364.5,0.5831999778747559,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.5831999778747559,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
1148,1148,62.0,2.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,365.0,0.5839999914169312,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.5839999914169312,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,72.0,62.0,10.0
1149,1149,65.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,365.0,0.5839999914169312,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.5839999914169312,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,72.0,62.0,10.0
1150,1150,72.0,2.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,365.0,0.5839999914169312,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.5839999914169312,1.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,72.0,62.0,10.0
1151,1151,71.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,365.5,0.5848000049591064,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.5848000049591064,1.6666666666666665,0.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
1152,1152,60.0,0.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,366.0,0.5856000185012817,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5856000185012817,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,77.0,60.0,17.0
1153,1153,63.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,366.0,0.5856000185012817,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5856000185012817,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,77.0,60.0,17.0
1154,1154,77.0,0.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,366.0,0.5856000185012817,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.5856000185012817,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,77.0,60.0,17.0
1155,1155,75.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,366.5,0.5863999724388123,0.5905511811023622,0.348750697501395,0.20595513631972145,0.5863999724388123,0.16666666666666666,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
1156,1156,74.0,1.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,367.0,0.5871999859809875,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.5871999859809875,0.3333333333333333,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
1157,1157,72.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,367.5,0.5879999995231628,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.5879999995231628,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
1158,1158,53.0,2.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,368.0,0.5888000130653381,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.5888000130653381,0.6666666666666666,3.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,70.0,53.0,17.0
1159,1159,63.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,368.0,0.5888000130653381,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5888000130653381,0.6666666666666666,3.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,70.0,53.0,17.0
1160,1160,70.0,2.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,368.0,0.5888000130653381,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.5888000130653381,0.6666666666666666,3.3333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,70.0,53.0,17.0
1161,1161,69.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,368.5,0.5896000266075134,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.5896000266075134,1.5833333333333333,2.416666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0
1162,1162,55.0,0.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,369.0,0.590399980545044,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.590399980545044,2.5,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,84.0,55.0,29.0
1163,1163,62.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,369.0,0.590399980545044,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.590399980545044,2.5,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,84.0,55.0,29.0
1164,1164,84.0,0.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,369.0,0.590399980545044,0.6614173228346457,0.4374728749457499,0.2893521377593936,0.590399980545044,2.5,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,84.0,55.0,29.0
1165,1165,82.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,369.5,0.5911999940872192,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.5911999940872192,2.4166666666666665,1.5833333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0
1166,1166,81.0,1.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,370.0,0.5920000076293945,0.6377952755905512,0.4067828135656271,0.25944415668358894,0.5920000076293945,3.3333333333333335,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0
1167,1167,79.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,370.5,0.5928000211715698,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.5928000211715698,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
1168,1168,67.0,2.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,371.0,0.5935999751091003,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.5935999751091003,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,77.0,67.0,10.0
1169,1169,70.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,371.0,0.5935999751091003,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.5935999751091003,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,77.0,67.0,10.0
1170,1170,77.0,2.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,371.0,0.5935999751091003,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.5935999751091003,0.6666666666666666,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,77.0,67.0,10.0
1171,1171,76.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,371.5,0.5943999886512756,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.5943999886512756,0.8333333333333333,0.16666666666666674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
1172,1172,77.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,372.0,0.5952000021934509,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.5952000021934509,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
1173,1173,65.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,372.5,0.5960000157356262,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.5960000157356262,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
1174,1174,65.0,1.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,373.0,0.5968000292778015,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.5968000292778015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
1175,1175,65.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,373.5,0.597599983215332,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.597599983215332,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
