,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.f,loudness_direction_basis.pp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.andante,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
1302,1302,68.0,1.5,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,211.5,0.5640000104904175,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.5640000104904175,1.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,68.0,53.0,15.0
1303,1303,51.0,1.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,211.75,0.5646666884422302,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.5646666884422302,1.625,0.375,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,72.0,51.0,21.0
1304,1304,67.0,1.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,211.75,0.5646666884422302,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.5646666884422302,1.625,0.375,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,72.0,51.0,21.0
1305,1305,72.0,1.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,211.75,0.5646666884422302,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.5646666884422302,1.625,0.375,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,72.0,51.0,21.0
1306,1306,50.0,0.0,0.5,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,212.0,0.5653333067893982,0.3937007874015748,0.15500031000062,0.06102374409473228,0.5653333067893982,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,72.0,50.0,22.0
1307,1307,65.0,0.0,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,212.0,0.5653333067893982,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.5653333067893982,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,72.0,50.0,22.0
1308,1308,72.0,0.0,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,212.0,0.5653333067893982,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.5653333067893982,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,72.0,50.0,22.0
1309,1309,71.0,0.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,212.25,0.5659999847412109,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.5659999847412109,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
1310,1310,52.0,0.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,212.5,0.5666666626930237,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.5666666626930237,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0
1311,1311,67.0,0.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,212.75,0.5673333406448364,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.5673333406448364,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,67.0,3.0
1312,1312,70.0,0.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,212.75,0.5673333406448364,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.5673333406448364,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,67.0,3.0
1313,1313,53.0,1.0,0.5,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,213.0,0.5680000185966492,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.5680000185966492,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,70.0,53.0,17.0
1314,1314,67.0,1.0,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,213.0,0.5680000185966492,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.5680000185966492,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,70.0,53.0,17.0
1315,1315,70.0,1.0,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,213.0,0.5680000185966492,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.5680000185966492,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,70.0,53.0,17.0
1316,1316,65.0,1.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,213.25,0.5686666369438171,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.5686666369438171,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,69.0,65.0,4.0
1317,1317,69.0,1.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,213.25,0.5686666369438171,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.5686666369438171,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0,65.0,4.0
1318,1318,47.0,1.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,213.5,0.5693333148956299,0.3700787401574803,0.13695827391654783,0.05068534546517912,0.5693333148956299,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,0.0
1319,1319,65.0,1.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,213.75,0.5699999928474426,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.5699999928474426,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,68.0,65.0,3.0
1320,1320,68.0,1.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,213.75,0.5699999928474426,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.5699999928474426,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,68.0,65.0,3.0
1321,1321,48.0,0.0,0.5,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,214.0,0.5706666707992554,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.5706666707992554,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,68.0,48.0,20.0
1322,1322,65.0,0.0,1.0,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,214.0,0.5706666707992554,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.5706666707992554,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,68.0,48.0,20.0
1323,1323,68.0,0.0,0.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,214.0,0.5706666707992554,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.5706666707992554,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,68.0,48.0,20.0
1324,1324,70.0,0.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,214.25,0.5713333487510681,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.5713333487510681,0.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
1325,1325,60.0,0.5,0.75,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,214.5,0.5720000267028809,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5720000267028809,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,60.0,11.0
1326,1326,71.0,0.5,0.25,2,0.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,214.5,0.5720000267028809,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.5720000267028809,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,60.0,11.0
1327,1327,72.0,0.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,214.75,0.5726666450500488,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.5726666450500488,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
1328,1328,64.0,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,215.0,0.5733333230018616,0.5039370078740157,0.25395250790501583,0.127976066975756,0.5733333230018616,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,67.0,64.0,3.0
1329,1329,67.0,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,215.0,0.5733333230018616,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.5733333230018616,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,67.0,64.0,3.0
1330,1330,59.0,1.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,215.25,0.5740000009536743,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.5740000009536743,0.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
1331,1331,60.0,1.5,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,215.5,0.5746666789054871,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5746666789054871,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
1332,1332,59.0,1.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,215.75,0.5753333568572998,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.5753333568572998,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
1333,1333,60.0,0.0,1.0,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,216.0,0.5759999752044678,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5759999752044678,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
1334,1334,70.0,0.5,1.0,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,216.5,0.5773333311080933,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.5773333311080933,0.25,1.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,70.0,6.0
1335,1335,76.0,0.5,1.0,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,216.5,0.5773333311080933,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.5773333311080933,0.25,1.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,70.0,6.0
1336,1336,61.0,1.0,1.25,2,0.0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,217.0,0.5786666870117188,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.5786666870117188,0.8333333333333333,1.1666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0
1337,1337,68.0,1.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,217.5,0.5799999833106995,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.5799999833106995,1.4166666666666665,0.5833333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,77.0,68.0,9.0
1338,1338,77.0,1.5,0.5,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,217.5,0.5799999833106995,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.5799999833106995,1.4166666666666665,0.5833333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,77.0,68.0,9.0
1339,1339,67.0,0.0,1.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,218.0,0.581333339214325,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.581333339214325,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,67.0,3.0
1340,1340,70.0,0.0,0.5,2,0.0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,218.0,0.581333339214325,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.581333339214325,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,67.0,3.0
1341,1341,65.0,0.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,218.25,0.5820000171661377,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.5820000171661377,0.5,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
1342,1342,63.0,0.5,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,218.5,0.5826666951179504,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5826666951179504,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,63.0,9.0
1343,1343,72.0,0.5,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,218.5,0.5826666951179504,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.5826666951179504,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,63.0,9.0
1344,1344,61.0,0.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,218.75,0.5833333134651184,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.5833333134651184,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,61.0,12.0
1345,1345,73.0,0.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,218.75,0.5833333134651184,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.5833333134651184,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,61.0,12.0
1346,1346,60.0,1.0,1.25,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,219.0,0.5839999914169312,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5839999914169312,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0,60.0,15.0
1347,1347,75.0,1.0,1.0,2,0.0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,219.0,0.5839999914169312,0.5905511811023622,0.348750697501395,0.20595513631972145,0.5839999914169312,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,75.0,60.0,15.0
1348,1348,70.0,1.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,219.25,0.5846666693687439,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.5846666693687439,0.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
1349,1349,68.0,1.5,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,219.5,0.5853333473205566,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.5853333473205566,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
1350,1350,67.0,1.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,219.75,0.5860000252723694,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.5860000252723694,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
1351,1351,65.0,0.0,1.25,2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,220.0,0.5866666436195374,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.5866666436195374,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,68.0,65.0,3.0
1352,1352,68.0,0.0,0.5,2,0.0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,220.0,0.5866666436195374,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.5866666436195374,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,68.0,65.0,3.0
1353,1353,63.0,0.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,220.25,0.5873333215713501,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.5873333215713501,0.5,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0
1354,1354,61.0,0.5,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,220.5,0.5879999995231628,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.5879999995231628,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,61.0,9.0
1355,1355,70.0,0.5,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,220.5,0.5879999995231628,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.5879999995231628,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,61.0,9.0
1356,1356,60.0,0.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,220.75,0.5886666774749756,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.5886666774749756,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,60.0,12.0
1357,1357,72.0,0.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,220.75,0.5886666774749756,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.5886666774749756,1.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,72.0,60.0,12.0
1358,1358,58.0,1.0,1.25,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,221.0,0.5893333554267883,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.5893333554267883,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,58.0,15.0
1359,1359,73.0,1.0,1.0,2,0.0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,221.0,0.5893333554267883,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.5893333554267883,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,58.0,15.0
1360,1360,68.0,1.25,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,221.25,0.5899999737739563,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.5899999737739563,0.25,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
1361,1361,67.0,1.5,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,221.5,0.590666651725769,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.590666651725769,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
1362,1362,65.0,1.75,0.25,2,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,221.75,0.5913333296775818,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.5913333296775818,0.75,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
