,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.f,loudness_direction_basis.p,loudness_direction_basis.loudness_incr,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.allegro,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
1205,1205,71.0,3.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,227.75,0.45009881258010864,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.45009881258010864,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
1206,1206,70.0,0.0,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,228.0,0.45059287548065186,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.45059287548065186,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,70.0,3.0
1207,1207,73.0,0.0,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,228.0,0.45059287548065186,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.45059287548065186,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,70.0,3.0
1208,1208,78.0,0.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,228.25,0.45108696818351746,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.45108696818351746,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
1209,1209,77.0,0.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,228.5,0.45158103108406067,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.45158103108406067,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
1210,1210,78.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,228.75,0.4520750939846039,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.4520750939846039,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
1211,1211,66.0,1.0,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,229.0,0.4525691568851471,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.4525691568851471,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,66.0,4.0
1212,1212,70.0,1.0,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,229.0,0.4525691568851471,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.4525691568851471,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,66.0,4.0
1213,1213,78.0,1.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,229.25,0.4530632495880127,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.4530632495880127,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
1214,1214,68.0,1.5,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,229.5,0.4535573124885559,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.4535573124885559,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,68.0,3.0
1215,1215,71.0,1.5,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,229.5,0.4535573124885559,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.4535573124885559,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,68.0,3.0
1216,1216,78.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,229.75,0.4540513753890991,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.4540513753890991,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
1217,1217,70.0,2.0,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,230.0,0.4545454680919647,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.4545454680919647,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,70.0,3.0
1218,1218,73.0,2.0,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,230.0,0.4545454680919647,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.4545454680919647,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,70.0,3.0
1219,1219,78.0,2.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,230.25,0.45503953099250793,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.45503953099250793,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
1220,1220,71.0,2.5,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,230.5,0.45553359389305115,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.45553359389305115,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,71.0,3.0
1221,1221,74.0,2.5,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,230.5,0.45553359389305115,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.45553359389305115,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,71.0,3.0
1222,1222,78.0,2.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,230.75,0.45602765679359436,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.45602765679359436,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
1223,1223,70.0,3.0,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,231.0,0.45652174949645996,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.45652174949645996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,70.0,3.0
1224,1224,73.0,3.0,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,231.0,0.45652174949645996,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.45652174949645996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,70.0,3.0
1225,1225,78.0,3.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,231.25,0.4570158123970032,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.4570158123970032,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
1226,1226,68.0,3.5,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,231.5,0.4575098752975464,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.4575098752975464,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,71.0,68.0,3.0
1227,1227,71.0,3.5,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,231.5,0.4575098752975464,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.4575098752975464,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,68.0,3.0
1228,1228,78.0,3.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,231.75,0.4580039381980896,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.4580039381980896,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
1229,1229,66.0,0.0,1.0,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,232.0,0.4584980309009552,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.4584980309009552,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,66.0,4.0
1230,1230,70.0,0.0,0.25,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,232.0,0.4584980309009552,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.4584980309009552,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,66.0,4.0
1231,1231,78.0,0.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,232.25,0.4589920938014984,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.4589920938014984,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
1232,1232,77.0,0.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,232.5,0.4594861567020416,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.4594861567020416,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,0.0
1233,1233,78.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,232.75,0.4599802494049072,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.4599802494049072,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
1234,1234,66.0,1.0,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,233.0,0.46047431230545044,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.46047431230545044,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,79.0,66.0,13.0
1235,1235,79.0,1.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,233.0,0.46047431230545044,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.46047431230545044,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,66.0,13.0
1236,1236,76.0,1.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,233.25,0.46096837520599365,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.46096837520599365,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0
1237,1237,66.0,1.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,233.5,0.46146243810653687,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.46146243810653687,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,78.0,66.0,12.0
1238,1238,78.0,1.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,233.5,0.46146243810653687,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.46146243810653687,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,78.0,66.0,12.0
1239,1239,74.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,233.75,0.46195653080940247,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.46195653080940247,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0
1240,1240,66.0,2.0,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,234.0,0.4624505937099457,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.4624505937099457,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,66.0,10.0
1241,1241,76.0,2.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,234.0,0.4624505937099457,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.4624505937099457,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,66.0,10.0
1242,1242,73.0,2.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,234.25,0.4629446566104889,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.4629446566104889,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
1243,1243,66.0,2.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,234.5,0.4634387493133545,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.4634387493133545,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,66.0,8.0
1244,1244,74.0,2.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,234.5,0.4634387493133545,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.4634387493133545,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,66.0,8.0
1245,1245,71.0,2.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,234.75,0.4639328122138977,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.4639328122138977,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0
1246,1246,66.0,3.0,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,235.0,0.4644268751144409,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.4644268751144409,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,73.0,66.0,7.0
1247,1247,73.0,3.0,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,235.0,0.4644268751144409,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.4644268751144409,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,66.0,7.0
1248,1248,70.0,3.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,235.25,0.46492093801498413,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.46492093801498413,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0
1249,1249,66.0,3.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,235.5,0.46541503071784973,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.46541503071784973,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,76.0,66.0,10.0
1250,1250,76.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,235.5,0.46541503071784973,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.46541503071784973,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,76.0,66.0,10.0
1251,1251,73.0,3.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,235.75,0.46590909361839294,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.46590909361839294,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
1252,1252,59.0,0.0,0.25,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,236.0,0.46640315651893616,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.46640315651893616,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,59.0,15.0
1253,1253,74.0,0.0,1.0,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,236.0,0.46640315651893616,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.46640315651893616,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,59.0,15.0
1254,1254,66.0,0.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,236.25,0.46689721941947937,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.46689721941947937,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0
1255,1255,62.0,0.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,236.5,0.46739131212234497,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.46739131212234497,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
1256,1256,66.0,0.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,236.75,0.4678853750228882,0.5196850393700787,0.2700725401450803,0.14035265865807323,0.4678853750228882,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0
1257,1257,59.0,1.0,0.25,4,0.0,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,237.0,0.4683794379234314,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.4683794379234314,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,86.0,59.0,27.0
1258,1258,86.0,1.0,1.5,4,0.0,0.25,0.0,0.0,0.0,0.0,2.0,0.0,0.0,237.0,0.4683794379234314,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.4683794379234314,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,86.0,59.0,27.0
1259,1259,67.0,1.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,2.0,0.0,0.0,237.25,0.468873530626297,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.468873530626297,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
1260,1260,62.0,1.5,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,2.0,0.0,0.0,237.5,0.4693675935268402,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.4693675935268402,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0
1261,1261,67.0,1.75,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,2.0,0.0,0.0,237.75,0.4698616564273834,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4698616564273834,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
1262,1262,59.0,2.0,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,238.0,0.47035571932792664,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.47035571932792664,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,0.0
1263,1263,67.0,2.25,0.25,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,238.25,0.47084981203079224,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.47084981203079224,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
1264,1264,62.0,2.5,0.25,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,238.5,0.47134387493133545,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.47134387493133545,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,83.0,62.0,21.0
1265,1265,83.0,2.5,0.5,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,238.5,0.47134387493133545,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.47134387493133545,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,83.0,62.0,21.0
