,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,loudness_direction_basis.p,loudness_direction_basis.f,loudness_direction_basis.loudness_incr,loudness_direction_basis.fp,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,tempo_direction_basis.allegro,tempo_direction_basis.agitato,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
994,994,63.0,1.0,1.0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,409.0,0.4293193817138672,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.4293193817138672,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,63.0,60.0,3.0
995,995,55.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,409.5,0.42984291911125183,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.42984291911125183,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
996,996,60.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,410.0,0.43036648631095886,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.43036648631095886,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,77.0,60.0,17.0
997,997,63.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,410.0,0.43036648631095886,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.43036648631095886,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,77.0,60.0,17.0
998,998,75.0,2.0,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,410.0,0.43036648631095886,0.5905511811023622,0.348750697501395,0.20595513631972145,0.43036648631095886,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,77.0,60.0,17.0
999,999,77.0,2.0,0.0,3,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,410.0,0.43036648631095886,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.43036648631095886,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,77.0,60.0,17.0
1000,1000,55.0,2.5,0.5,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,410.5,0.4308900535106659,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.4308900535106659,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,74.0,55.0,19.0
1001,1001,74.0,2.5,0.25,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,410.5,0.4308900535106659,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.4308900535106659,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0,55.0,19.0
1002,1002,72.0,2.75,0.25,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,410.75,0.4311518371105194,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.4311518371105194,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
1003,1003,71.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,411.0,0.4314136207103729,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.4314136207103729,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,80.0,71.0,9.0
1004,1004,74.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,411.0,0.4314136207103729,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.4314136207103729,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,80.0,71.0,9.0
1005,1005,80.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,411.0,0.4314136207103729,0.6299212598425197,0.3968007936015872,0.24995325581202343,0.4314136207103729,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,80.0,71.0,9.0
1006,1006,41.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,412.0,0.4324607253074646,0.3228346456692913,0.10422220844441689,0.03364653973402435,0.4324607253074646,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,53.0,41.0,12.0
1007,1007,53.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,412.0,0.4324607253074646,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.4324607253074646,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,53.0,41.0,12.0
1008,1008,53.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,413.0,0.43350785970687866,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.43350785970687866,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,65.0,53.0,12.0
1009,1009,65.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,413.0,0.43350785970687866,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.43350785970687866,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,65.0,53.0,12.0
1010,1010,72.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,414.0,0.43455496430397034,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.43455496430397034,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,79.0,72.0,7.0
1011,1011,75.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,414.0,0.43455496430397034,0.5905511811023622,0.348750697501395,0.20595513631972145,0.43455496430397034,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,79.0,72.0,7.0
1012,1012,79.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,414.0,0.43455496430397034,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.43455496430397034,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,79.0,72.0,7.0
1013,1013,39.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,415.0,0.4356020987033844,0.30708661417322836,0.09430218860437721,0.028958939807643396,0.4356020987033844,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,51.0,39.0,12.0
1014,1014,51.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,415.0,0.4356020987033844,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.4356020987033844,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,51.0,39.0,12.0
1015,1015,51.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,416.0,0.4366492033004761,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.4366492033004761,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,63.0,51.0,12.0
1016,1016,63.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,416.0,0.4366492033004761,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.4366492033004761,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,63.0,51.0,12.0
1017,1017,50.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,417.0,0.43769633769989014,0.3937007874015748,0.15500031000062,0.06102374409473228,0.43769633769989014,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,62.0,50.0,12.0
1018,1018,62.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,417.0,0.43769633769989014,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.43769633769989014,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,62.0,50.0,12.0
1019,1019,74.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,418.0,0.4387434422969818,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.4387434422969818,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,83.0,74.0,9.0
1020,1020,77.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,418.0,0.4387434422969818,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.4387434422969818,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,83.0,74.0,9.0
1021,1021,83.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,418.0,0.4387434422969818,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.4387434422969818,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,83.0,74.0,9.0
1022,1022,77.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,419.0,0.4397905766963959,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.4397905766963959,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,86.0,77.0,9.0
1023,1023,83.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,419.0,0.4397905766963959,0.6535433070866141,0.42711885423770846,0.27914066851755753,0.4397905766963959,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,86.0,77.0,9.0
1024,1024,86.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,419.0,0.4397905766963959,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.4397905766963959,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,86.0,77.0,9.0
1025,1025,47.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,420.0,0.44083771109580994,0.3700787401574803,0.13695827391654783,0.05068534546517912,0.44083771109580994,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,89.0,47.0,42.0
1026,1026,59.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,420.0,0.44083771109580994,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.44083771109580994,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,89.0,47.0,42.0
1027,1027,79.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,420.0,0.44083771109580994,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.44083771109580994,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,89.0,47.0,42.0
1028,1028,86.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,420.0,0.44083771109580994,0.6771653543307087,0.45855291710583423,0.3105161485913523,0.44083771109580994,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,89.0,47.0,42.0
1029,1029,89.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,420.0,0.44083771109580994,0.7007874015748031,0.49110298220596443,0.34415878280575457,0.44083771109580994,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,89.0,47.0,42.0
1030,1030,49.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,426.0,0.44712042808532715,0.3858267716535433,0.14886229772459544,0.05743505975200927,0.44712042808532715,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,61.0,49.0,12.0
1031,1031,61.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,426.0,0.44712042808532715,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.44712042808532715,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,61.0,49.0,12.0
1032,1032,46.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,427.0,0.4481675326824188,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.4481675326824188,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,76.0,46.0,30.0
1033,1033,58.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,427.0,0.4481675326824188,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.4481675326824188,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,76.0,46.0,30.0
1034,1034,67.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,427.0,0.4481675326824188,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.4481675326824188,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,76.0,46.0,30.0
1035,1035,70.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,427.0,0.4481675326824188,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.4481675326824188,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,76.0,46.0,30.0
1036,1036,76.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,427.0,0.4481675326824188,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.4481675326824188,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,76.0,46.0,30.0
1037,1037,43.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,428.0,0.4492146670818329,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.4492146670818329,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,79.0,43.0,36.0
1038,1038,55.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,428.0,0.4492146670818329,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.4492146670818329,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,79.0,43.0,36.0
1039,1039,70.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,428.0,0.4492146670818329,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.4492146670818329,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,79.0,43.0,36.0
1040,1040,76.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,428.0,0.4492146670818329,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.4492146670818329,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,79.0,43.0,36.0
1041,1041,79.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,428.0,0.4492146670818329,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.4492146670818329,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,79.0,43.0,36.0
1042,1042,40.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,429.0,0.45026177167892456,0.31496062992125984,0.0992001984003968,0.03124415697650293,0.45026177167892456,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,82.0,40.0,42.0
1043,1043,52.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,429.0,0.45026177167892456,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.45026177167892456,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,82.0,40.0,42.0
1044,1044,73.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,429.0,0.45026177167892456,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.45026177167892456,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,82.0,40.0,42.0
1045,1045,79.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,429.0,0.45026177167892456,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.45026177167892456,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,82.0,40.0,42.0
1046,1046,82.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,429.0,0.45026177167892456,0.6456692913385826,0.41688883377766756,0.2691723178721948,0.45026177167892456,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,82.0,40.0,42.0
1047,1047,53.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,435.0,0.4565444886684418,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.4565444886684418,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,0.0
1048,1048,56.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,436.0,0.45759162306785583,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.45759162306785583,0.16666666666666666,0.8333333333333334,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0
1049,1049,60.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,437.0,0.4586387574672699,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.4586387574672699,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0
1050,1050,52.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,438.0,0.4596858620643616,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.4596858620643616,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0
1051,1051,55.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,439.0,0.46073299646377563,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.46073299646377563,0.6666666666666666,0.33333333333333337,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0
1052,1052,58.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,440.0,0.4617801010608673,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.4617801010608673,0.8333333333333333,0.16666666666666674,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0
